학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000008223,중평중학교,중학교,1990-05-06,공립,본교,운영,서울특별시 노원구 하계동 271-2,서울특별시 노원구 동일로203길 87 (하계동.중평중학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.63680137,127.0623933,2023-03-22
B000008336,명덕여자중학교,중학교,1977-10-15,사립,본교,운영,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10 (내발산동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.55350171,126.834718,2023-03-22
B000008105,원묵중학교,중학교,1996-10-22,공립,본교,운영,서울특별시 중랑구 묵동 12,서울특별시 중랑구 신내로23길 57 . 원묵중학교 (묵동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.61777209,127.0844532,2023-03-22
B000008396,구암중학교,중학교,2004-03-02,공립,본교,운영,서울특별시 관악구 봉천동 1712-5,서울특별시 관악구 성현로 53 (봉천동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.49277532,126.9481826,2023-03-22
B000008094,경희중학교,중학교,1960-04-15,사립,본교,운영,서울특별시 동대문구 이문동 1-3,서울특별시 동대문구 경희대로 26 . 경희중학교 (회기동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59440815,127.0549053,2023-03-22
B000008235,덕성여자중학교,중학교,1946-10-01,사립,본교,운영,서울특별시 종로구 송현동 34,서울특별시 종로구 율곡로3길 49 (송현동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.57796988,126.9819235,2023-03-22
B000008201,창북중학교,중학교,1987-05-07,공립,본교,운영,서울특별시 도봉구 창동 683-15,서울특별시 도봉구 노해로62길 33 (창동.창북중학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.64963844,127.0384388,2023-03-22
B000008349,서초중학교,중학교,1979-08-30,공립,본교,운영,서울특별시 서초구 서초동 1741-13,서울특별시 서초구 반포대로13길 48 (서초동.서초중학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.48532378,127.0086363,2023-03-22
B000008448,한성여자중학교,중학교,1945-10-05,사립,본교,운영,서울특별시 성북구 삼선동2가 395-4,서울특별시 성북구 삼선교로16길 118 . 한성여자중학교 (삼선동2가),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.58196256,127.0116438,2023-03-22
B000008317,양정중학교,중학교,1905-05-12,사립,본교,운영,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039 (목동. 양정고등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53538402,126.8868813,2023-03-22
B000008328,방화중학교,중학교,1986-04-25,공립,본교,운영,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9 (방화동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.56502146,126.8067294,2023-03-22
B000008112,영란여자중학교,중학교,1969-03-03,사립,본교,운영,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56 (망우동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.60358601,127.1044977,2023-03-22
B000008182,당산서중학교,중학교,1982-12-09,공립,본교,운영,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12 (당산동5가.당산서중학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.53206075,126.8986052,2023-03-22
B000008312,강신중학교,중학교,1989-03-01,공립,본교,운영,서울특별시 양천구 신월동 1010,서울특별시 양천구 남부순환로 604 (신월동.강신중학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.51470231,126.8389523,2023-03-22
B000008455,번동중학교,중학교,1992-04-28,공립,본교,운영,서울특별시 강북구 번동 231,서울특별시 강북구 오현로35길 87 (번동.번동중학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.63220051,127.0367082,2023-03-22
B000008174,가산중학교,중학교,1971-03-03,공립,본교,운영,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48 (독산동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.46837407,126.8943615,2023-03-22
B000008453,삼각산중학교,중학교,2003-03-01,공립,본교,운영,서울특별시 강북구 미아동 1357-11,서울특별시 강북구 삼양로19길 141 . 삼각산중학교 (미아동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61592288,127.0155274,2023-03-22
B000008140,동명여자중학교,중학교,1921-06-03,사립,본교,운영,서울특별시 서대문구 천연동 31-1,서울특별시 서대문구 독립문로 49 (천연동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.56852347,126.9623079,2023-03-22
B000008247,용산중학교,중학교,1945-09-09,공립,본교,운영,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74 (용산동2가),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.54600281,126.9809763,2023-03-22
B000008309,양서중학교,중학교,1990-03-01,공립,본교,운영,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380 (신월동.양서중학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53289005,126.8294856,2023-03-22
B000008134,연북중학교,중학교,1985-05-14,공립,본교,운영,서울특별시 서대문구 연희동 141,서울특별시 서대문구 연희로36길 32 (연희동.연북중학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.57758095,126.9380078,2023-03-22
B000008109,중랑중학교,중학교,1973-03-02,공립,본교,운영,서울특별시 중랑구 중화동 276-1,서울특별시 중랑구 동일로140길 33 . 중랑중학교 (중화동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.60505734,127.0814247,2023-03-22
B000008346,서일중학교,중학교,1987-04-30,공립,본교,운영,서울특별시 서초구 서초동 1313,서울특별시 서초구 서운로21길 2 (서초동.서일중학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49886081,127.0223402,2023-03-22
B000008099,대광중학교,중학교,1947-11-25,사립,본교,운영,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6 (신설동) 대광중학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.57851893,127.0248001,2023-03-22
B000008107,상봉중학교,중학교,2001-05-06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28 (상봉동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.60135015,127.0902782,2023-03-22
B000008340,반포중학교,중학교,1975-03-04,공립,본교,운영,서울특별시 서초구 반포동 936,서울특별시 서초구 신반포로 67 (반포동.반포중학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.50304393,126.9921528,2023-03-22
B000008242,장원중학교,중학교,1968-10-02,공립,본교,운영,서울특별시 중구 신당동 432-35,서울특별시 중구 동호로15길 93-34 (신당동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.55288011,127.0056314,2023-03-22
B000008407,서울문영여자중학교,중학교,1926-04-01,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85 . 서울문영여자중학교 (봉천동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.47393742,126.9514089,2023-03-22
B000008421,자양중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 524-10,서울특별시 광진구 뚝섬로41길 33 (자양동.서울자양중학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.53522828,127.0744782,2023-03-22
B000008257,서울체육중학교,중학교,1971-03-20,공립,본교,운영,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232 . 서울체육중학교 (방이동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.52226989,127.130464,2023-03-22
B000008376,진선여자중학교,중학교,1976-05-20,사립,본교,운영,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27 (역삼동. 진선여자중학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.50232303,127.0483723,2023-03-22
B000008131,충암중학교,중학교,1966-03-01,사립,본교,운영,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5 (응암동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.58527463,126.9219297,2023-03-22
B000008320,성재중학교,중학교,1995-03-01,공립,본교,운영,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36 (가양동.성재중학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.56938302,126.845729,2023-03-22
B000008225,광운중학교,중학교,1965-03-01,사립,본교,운영,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24 (월계동.광운중학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.62054383,127.0559575,2023-03-22
B000008127,선일여자중학교,중학교,1968-03-01,사립,본교,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27 . 선일여자중학교 (갈현동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.61970878,126.9129659,2023-03-22
B000008156,경성중학교,중학교,1967-10-23,사립,본교,운영,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111 . 경성중학교 (연남동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.56371775,126.9195317,2023-03-22
B000008231,청운중학교,중학교,1952-02-01,공립,본교,운영,서울특별시 종로구 청운동 89-142,서울특별시 종로구 창의문로 51 (청운동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.58916985,126.9710959,2023-03-22
B000008439,개운중학교,중학교,2006-03-01,공립,본교,운영,서울특별시 성북구 돈암동 83-145,서울특별시 성북구 북악산로 935 (돈암동.개운중학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.59470879,127.0249324,2023-03-22
B000008370,청담중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 강남구 청담동 143,서울특별시 강남구 압구정로61길 36 (청담동.청담중학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.5288535,127.0453566,2023-03-22
B000008293,천호중학교,중학교,1969-11-07,공립,본교,운영,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153 (천호동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.54637206,127.1395768,2023-03-22
B000008422,광장중학교,중학교,1983-03-02,공립,본교,운영,서울특별시 광진구 광장동 394-5,서울특별시 광진구 광장로1길 1 . 광장중학교 (광장동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54704377,127.1014269,2023-03-22
B000008444,용문중학교,중학교,1946-10-12,사립,본교,운영,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46 (안암동2가. 용문중고등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.58837071,127.0244677,2023-03-22
B000008429,구의중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 광진구 화양동 303-18,서울특별시 광진구 광나루로30길 80 (화양동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54318858,127.0790768,2023-03-22
B000022771,천왕중학교,중학교,2013-03-01,공립,본교,운영,서울특별시 구로구 천왕동 273-1,서울특별시 구로구 천왕로 63 (천왕동. 천왕중학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.48254706,126.8375852,2023-03-22
B000008432,건국대학교사범대학부속중학교,중학교,1968-05-15,사립,본교,운영,서울특별시 광진구 화양동 528-4,서울특별시 광진구 자양로 145-1 건국대학교사범대학부속중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54141919,127.0817966,2023-03-22
B000008276,보성중학교,중학교,1906-09-05,사립,본교,운영,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278 (방이동.보성중고등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.51992884,127.1344526,2023-03-22
B000008427,광진중학교,중학교,1979-10-10,공립,본교,운영,서울특별시 광진구 자양동 693,서울특별시 광진구 뚝섬로64길 45 (자양동.광진중학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.53178747,127.0896214,2023-03-22
