학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000001922,서울홍연초등학교,초등학교,1975-07-03,공립,본교,운영,서울특별시 서대문구 홍은동 305,서울특별시 서대문구 백련사길 55 . 서울홍연초등학교 (홍은동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.58171496,126.9310551,2023-03-22
B000002305,서울신상도초등학교,초등학교,1982-04-12,공립,본교,운영,서울특별시 동작구 상도동 204-333,서울특별시 동작구 장승배기로 14 (상도동.서울신상도초등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.50017384,126.9439776,2023-03-22
B000002111,서울후암초등학교,초등학교,1949-10-08,공립,본교,운영,서울특별시 용산구 후암동 30-138,서울특별시 용산구 두텁바위로 140 . 서울후암초등학교 (후암동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.55110281,126.98218,2023-03-22
B000002056,서울계상초등학교,초등학교,1983-11-16,공립,본교,운영,서울특별시 노원구 상계동 447-1,서울특별시 노원구 한글비석로41가길 24 (상계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.66292996,127.0680751,2023-03-22
B000002416,광운초등학교,초등학교,1965-10-25,사립,본교,운영,서울특별시 성북구 장위동 130,서울특별시 성북구 한천로 694 (장위동. 광운초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61885977,127.0547069,2023-03-22
B000002029,서울백운초등학교,초등학교,1980-08-27,공립,본교,운영,서울특별시 도봉구 쌍문동 422-2,서울특별시 도봉구 삼양로146길 17 (쌍문동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65298707,127.013549,2023-03-22
B000001956,서울고산초등학교,초등학교,1991-10-29,공립,본교,운영,서울특별시 구로구 고척동 76-10,서울특별시 구로구 중앙로 6 (고척동. 고산초등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49924178,126.8655182,2023-03-22
B000002210,서울신목초등학교,초등학교,1982-04-08,공립,본교,운영,서울특별시 양천구 신정동 281-2,서울특별시 양천구 신목로5길 11-6 (신정동.서울신목초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.51691589,126.8728673,2023-03-22
B000002146,서울방산초등학교,초등학교,1992-10-22,공립,본교,운영,서울특별시 송파구 방이동 220-4,서울특별시 송파구 오금로27길 42 (방이동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50937106,127.1209698,2023-03-22
B000001839,서울동답초등학교,초등학교,1984-05-23,공립,본교,운영,서울특별시 동대문구 답십리동 2-24,서울특별시 동대문구 답십리로60길 12 (답십리동.서울동답초등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.57211378,127.0645741,2023-03-22
B000002050,서울태릉초등학교,초등학교,1986-05-01,공립,본교,운영,서울특별시 노원구 공릉동 250-5,서울특별시 노원구 노원로1길 36 . 서울태릉초등학교 (공릉동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.62246894,127.0849434,2023-03-22
B000002137,서울신가초등학교,초등학교,1988-10-20,공립,본교,운영,서울특별시 송파구 가락동 43-1,서울특별시 송파구 송이로 75 . 서울신가초등학교 (가락동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50001932,127.1200978,2023-03-22
B000001885,서울북한산초등학교,초등학교,1967-03-25,공립,본교,운영,서울특별시 은평구 진관동 산3,서울특별시 은평구 대서문길 42-3 . 서울북한산초등학교 (진관동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.65405216,126.9501817,2023-03-22
B000001947,서울신북초등학교,초등학교,1982-11-11,공립,본교,운영,서울특별시 마포구 중동 42,서울특별시 마포구 월드컵북로38길 26 . 서울신북초등학교 (중동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.57095668,126.9047454,2023-03-22
B000002392,서울안암초등학교,초등학교,1960-06-07,공립,본교,운영,서울특별시 성북구 안암동2가 93,서울특별시 성북구 고려대로7가길 39 (안암동2가. 서울안암초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.58723548,127.0226712,2023-03-22
B000002169,서울길동초등학교,초등학교,1974-06-07,공립,본교,운영,서울특별시 강동구 길동 362,서울특별시 강동구 양재대로116길 69 . 서울길동초등학교 (길동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.5385062,127.1448144,2023-03-22
B000001967,서울영서초등학교,초등학교,1979-09-28,공립,본교,운영,서울특별시 구로구 구로동 165-1,서울특별시 구로구 도림로20길 57 (구로동. 서울영서초등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.48842542,126.8947429,2023-03-22
B000002359,서울성수초등학교,초등학교,1972-12-01,공립,본교,운영,서울특별시 성동구 성수동2가 277-32,서울특별시 성동구 아차산로17길 21 (성수동2가. 성수초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54433609,127.0632562,2023-03-22
B000002394,서울숭덕초등학교,초등학교,1945-05-14,공립,본교,운영,서울특별시 성북구 정릉동 173-1,서울특별시 성북구 정릉로 279 (정릉동.서울숭덕초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.6043771,127.0138955,2023-03-22
B000002191,서울계남초등학교,초등학교,1979-05-06,공립,본교,운영,서울특별시 양천구 신정동 325-7,서울특별시 양천구 목동동로2길 54 . 서울계남초등학교 (신정동.서울계남초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.50996546,126.8601556,2023-03-22
B000002187,서울목원초등학교,초등학교,1995-06-05,공립,본교,운영,서울특별시 양천구 목동 191-1,서울특별시 양천구 목동중앙로 204 (목동.목원초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.54291947,126.8823543,2023-03-22
B000001938,서울서교초등학교,초등학교,1962-07-12,공립,본교,운영,서울특별시 마포구 서교동 341,서울특별시 마포구 와우산로23길 20-27 (서교동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.55492474,126.924974,2023-03-22
B000002130,서울문현초등학교,초등학교,2007-12-06,공립,본교,운영,서울특별시 송파구 장지동 836,서울특별시 송파구 충민로 137 . (서울문현초등학교) (장지동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.48268633,127.1302223,2023-03-22
B000002122,신광초등학교,초등학교,1964-11-26,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263 . 신광초등학교 청파동 3가 100 (청파동3가),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.54270265,126.9702694,2023-03-22
B000002106,숭의초등학교,초등학교,1966-02-25,사립,본교,운영,서울특별시 중구 예장동 8-3,서울특별시 중구 소파로2길 10 (예장동.숭의여자대학),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.55633675,126.9880785,2023-03-22
B000002206,서울양강초등학교,초등학교,1987-04-23,공립,본교,운영,서울특별시 양천구 신월동 496,서울특별시 양천구 오목로 101 (신월동. 서울양강초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.52399802,126.8480459,2023-03-22
B000001846,서울안평초등학교,초등학교,1990-10-10,공립,본교,운영,서울특별시 동대문구 장안동 353-1,서울특별시 동대문구 장한로14길 61 . 서울안평초등학교 (장안동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.56571163,127.071815,2023-03-22
B000002133,서울송전초등학교,초등학교,1978-10-31,공립,본교,운영,서울특별시 송파구 잠실동 44-2,서울특별시 송파구 석촌호수로 159 (잠실동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50881326,127.0950142,2023-03-22
B000001936,서울서강초등학교,초등학교,1937-04-01,공립,본교,운영,서울특별시 마포구 상수동 1-1,서울특별시 마포구 독막로 113 (상수동.서강초등학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.54826989,126.9268512,2023-03-22
B000002356,서울마장초등학교,초등학교,2005-03-01,공립,본교,운영,서울특별시 성동구 마장동 766-49,서울특별시 성동구 마장로35나길 31 . 서울마장초등학교 (마장동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.56805126,127.0423547,2023-03-22
B000002357,서울사근초등학교,초등학교,1967-11-13,공립,본교,운영,서울특별시 성동구 사근동 291-5,서울특별시 성동구 사근동11길 16 (사근동. 사근초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.562685,127.047545,2023-03-22
B000002097,서울덕수초등학교,초등학교,1912-04-01,공립,본교,운영,서울특별시 중구 정동 1-76,서울특별시 중구 덕수궁길 140 서울덕수초등학교 (정동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.56863502,126.9745777,2023-03-22
B000001919,서울북가좌초등학교,초등학교,1969-03-24,공립,본교,운영,서울특별시 서대문구 북가좌동 376-17,서울특별시 서대문구 거북골로19길 20 (북가좌동. 서울북가좌초등학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.57783539,126.9075898,2023-03-22
B000002080,화랑초등학교,초등학교,1967-12-24,사립,본교,운영,서울특별시 노원구 공릉동 27-22,서울특별시 노원구 화랑로 621 . 서울여자대학교 (공릉동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.62813045,127.0936526,2023-03-22
B000002274,계성초등학교,초등학교,1882-09-08,사립,본교,운영,서울특별시 서초구 반포동 6-1,서울특별시 서초구 신반포로19길 23 . 계성초등학교 (반포동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.50467615,126.9967878,2023-03-22
B000002284,서울도곡초등학교,초등학교,1975-03-12,공립,본교,운영,서울특별시 강남구 대치동 924-10,서울특별시 강남구 선릉로64길 33 (대치동. 도곡초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49906114,127.0546704,2023-03-22
B000002302,서울언북초등학교,초등학교,1945-04-01,공립,본교,운영,서울특별시 강남구 청담동 27,서울특별시 강남구 삼성로135길 42 (청담동.언북초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.51996032,127.0456394,2023-03-22
B000001926,경기초등학교,초등학교,1964-12-03,사립,본교,운영,서울특별시 서대문구 충정로2가 70-2,서울특별시 서대문구 경기대로9길 10 (충정로2가),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.56528345,126.962771,2023-03-22
B000002421,서울삼각산초등학교,초등학교,2002-03-01,공립,본교,운영,서울특별시 강북구 미아동 1353-10,서울특별시 강북구 삼양로19길 141 (미아동.삼각산초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61621955,127.0143301,2023-03-22
B000001853,서울홍릉초등학교,초등학교,1967-11-30,공립,본교,운영,서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 회기로 90 (청량리동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59098046,127.0471967,2023-03-22
B000001959,서울온수초등학교,초등학교,1984-09-19,공립,본교,운영,서울특별시 구로구 온수동 9-34,서울특별시 구로구 부일로 893 (온수동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49387139,126.826079,2023-03-22
B000001923,서울안산초등학교,초등학교,1937-11-30,공립,본교,운영,서울특별시 서대문구 홍제동 44,서울특별시 서대문구 통일로 321 (홍제동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.57934044,126.9515446,2023-03-22
B000002317,서울영본초등학교,초등학교,1967-11-27,공립,본교,운영,서울특별시 동작구 본동 441-11,서울특별시 동작구 만양로12가길 69 . 서울영본초등학교 (본동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.51050225,126.9488388,2023-03-22
B000002010,서울영신초등학교,초등학교,1967-11-27,공립,본교,운영,서울특별시 영등포구 신길동 121,서울특별시 영등포구 도신로60길 23 (신길동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.50985335,126.9181917,2023-03-22
B000001851,서울홍파초등학교,초등학교,1960-07-05,공립,본교,운영,서울특별시 동대문구 제기동 678,서울특별시 동대문구 고산자로 518 (제기동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58622252,127.0393779,2023-03-22
B000001918,서울대신초등학교,초등학교,1965-03-10,공립,본교,운영,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27 (대현동. 서울대신초등학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.55795026,126.947738,2023-03-22
B000002366,한양초등학교,초등학교,1966-05-15,사립,본교,운영,서울특별시 성동구 사근동 110,서울특별시 성동구 살곶이길 208 . 한양초등학교 (사근동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.55776262,127.0501659,2023-03-22
B000002147,서울삼전초등학교,초등학교,1983-05-10,공립,본교,운영,서울특별시 송파구 삼전동 63,서울특별시 송파구 백제고분로28길 19 (삼전동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50145573,127.0925891,2023-03-22
B000002100,서울장충초등학교,초등학교,1953-10-21,공립,본교,운영,서울특별시 중구 신당동 386-86,서울특별시 중구 청구로17길 40 . 서울장충초등학교 (신당동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.55991095,127.0113002,2023-03-22
B000002348,서울동호초등학교,초등학교,2010-03-01,공립,본교,운영,서울특별시 성동구 옥수동 556-1,서울특별시 성동구 매봉길 49-35 (옥수동. 동호초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54661057,127.0100328,2023-03-22
B000002076,서울상경초등학교,초등학교,1989-05-04,공립,본교,운영,서울특별시 노원구 상계동 621,서울특별시 노원구 수락산로 237 (상계동.상경초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.67050507,127.0517418,2023-03-22
B000001895,서울연천초등학교,초등학교,1985-03-01,공립,본교,운영,서울특별시 은평구 불광동 346-153,서울특별시 은평구 연서로34길 22 연천초등학교 (불광동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.62081253,126.9294822,2023-03-22
B000002365,서울행현초등학교,초등학교,2005-09-01,공립,본교,운영,서울특별시 성동구 행당동 317-18,서울특별시 성동구 행당로 95 (행당동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.55764558,127.0292998,2023-03-22
B000001907,충암초등학교,초등학교,1966-03-03,사립,본교,운영,서울특별시 은평구 응암동 746-17,서울특별시 은평구 가좌로5길 5 . 충암초등학교 (응암동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.58545471,126.9224885,2023-03-22
B000002276,서울대왕초등학교,초등학교,1933-03-01,공립,본교,운영,서울특별시 강남구 세곡동 517,서울특별시 강남구 헌릉로618길 8 (세곡동.대왕초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.46424569,127.1056184,2023-03-22
B000002363,서울응봉초등학교,초등학교,2002-10-24,공립,본교,운영,서울특별시 성동구 응봉동 193,서울특별시 성동구 독서당로62길 28 (응봉동. 응봉초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.55010169,127.0336944,2023-03-22
B000002244,서울월정초등학교,초등학교,1982-04-23,공립,본교,운영,서울특별시 강서구 화곡동 374-1,서울특별시 강서구 월정로 176 (화곡동.월정초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.5343843,126.8363946,2023-03-22
B000002377,서울신자초등학교,초등학교,1982-12-07,공립,본교,운영,서울특별시 광진구 자양동 591,서울특별시 광진구 뚝섬로46길 64 . 서울신자초등학교 (자양동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.53027881,127.0756009,2023-03-22
B000002238,서울백석초등학교,초등학교,1984-03-01,공립,본교,운영,서울특별시 강서구 등촌동 650-14,서울특별시 강서구 공항대로 491 (등촌동.백석초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.5533589,126.8620354,2023-03-22
B000001931,서울창천초등학교,초등학교,1940-04-01,공립,본교,운영,서울특별시 마포구 노고산동 33-1,서울특별시 마포구 백범로1길 56 . 서울창천초등학교 (노고산동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.55488653,126.939603,2023-03-22
B000002417,매원초등학교,초등학교,1964-03-09,사립,본교,운영,서울특별시 성북구 돈암동 45-88,서울특별시 성북구 북악산로 870 (돈암동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.59805481,127.019009,2023-03-22
B000002034,서울창원초등학교,초등학교,1990-11-30,공립,본교,운영,서울특별시 도봉구 창동 308,서울특별시 도봉구 해등로 103 (창동. 서울창원초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.6523306,127.0405915,2023-03-22
B000002171,서울한산초등학교,초등학교,1990-05-01,공립,본교,운영,서울특별시 강동구 둔촌동 149,서울특별시 강동구 풍성로 261 (서울한산초등학교. 둔촌동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.52810439,127.1414986,2023-03-22
B000001929,명지초등학교,초등학교,1967-03-15,사립,본교,운영,서울특별시 서대문구 홍은동 산26-127,서울특별시 서대문구 명지2길 32-20 (홍은동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.58336123,126.928555,2023-03-22
B000001916,서울북성초등학교,초등학교,1941-11-01,공립,본교,운영,서울특별시 서대문구 북아현동 215,서울특별시 서대문구 북아현로1나길 22 (북아현동. 북성초등학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.5591762,126.9522691,2023-03-22
B000001909,예일초등학교,초등학교,1965-09-26,사립,본교,운영,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117 (구산동. 예일초등학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.61027453,126.9143432,2023-03-22
B000002299,서울대청초등학교,초등학교,1993-02-27,공립,본교,운영,서울특별시 강남구 일원동 712,서울특별시 강남구 양재대로55길 28 . 서울대청초등학교 (일원동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49283342,127.0879251,2023-03-22
B000001969,서울구로초등학교,초등학교,1950-06-20,공립,본교,운영,서울특별시 구로구 구로동 443,서울특별시 구로구 구로중앙로27나길 9 . 구로동443 (구로동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49690415,126.8860083,2023-03-22
B000002211,서울지향초등학교,초등학교,2002-09-01,공립,본교,운영,서울특별시 양천구 신정동 1284,서울특별시 양천구 신정로11길 74 . 서울지향초등학교 (신정동.지향초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.51294157,126.8371342,2023-03-22
B000001995,서울영원초등학교,초등학교,2002-09-01,공립,본교,운영,서울특별시 영등포구 영등포동 647-2,서울특별시 영등포구 도영로22길 31 (영등포동. 영원초등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.51055944,126.9022665,2023-03-22
B000002401,서울개운초등학교,초등학교,2002-07-10,공립,본교,운영,서울특별시 성북구 돈암동 2-8,서울특별시 성북구 정릉로48길 52 (돈암동.서울개운초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.60178264,127.0277783,2023-03-22
B000001900,서울상신초등학교,초등학교,1982-11-11,공립,본교,운영,서울특별시 은평구 신사동 238-2,서울특별시 은평구 가좌로 361 (신사동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.59780796,126.9050438,2023-03-22
B000001992,서울시흥초등학교,초등학교,1911-07-01,공립,본교,운영,서울특별시 금천구 시흥동 841-19,서울특별시 금천구 독산로23길 26 . 서울시흥초등학교 (시흥동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.45477479,126.9048222,2023-03-22
B000002013,서울대방초등학교,초등학교,1955-09-01,공립,본교,운영,서울특별시 영등포구 신길동 1444,서울특별시 영등포구 여의대방로35길 14 (신길동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.5023889,126.9194861,2023-03-22
B000002242,서울염동초등학교,초등학교,1997-05-16,공립,본교,운영,서울특별시 강서구 염창동 45-4,서울특별시 강서구 양천로73길 17 (염창동.염동초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.55229188,126.8722223,2023-03-22
B000002355,서울동명초등학교,초등학교,1944-10-10,공립,본교,운영,서울특별시 성동구 마장동 556,서울특별시 성동구 마장로29길 29 . 서울동명초등학교 (마장동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.56856515,127.0356624,2023-03-22
B000002250,서울수명초등학교,초등학교,2008-03-01,공립,본교,운영,서울특별시 강서구 내발산동 752,서울특별시 강서구 수명로1길 84 (내발산동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.55266332,126.8238445,2023-03-22
B000002247,서울등명초등학교,초등학교,1995-12-06,공립,본교,운영,서울특별시 강서구 등촌동 690-2,서울특별시 강서구 강서로56나길 34 (등촌동.등명초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.56062412,126.8422904,2023-03-22
B000002425,서울미양초등학교,초등학교,1971-07-22,공립,본교,운영,서울특별시 강북구 미아동 837-687,서울특별시 강북구 솔샘로 195 (미아동.미양초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.62122933,127.0136937,2023-03-22
B000002428,서울인수초등학교,초등학교,1982-10-25,공립,본교,운영,서울특별시 강북구 수유동 551-19,서울특별시 강북구 인수봉로 269 (수유동.서울인수초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.64278663,127.0099567,2023-03-22
B000002399,서울길음초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 성북구 길음동 635-7,서울특별시 성북구 길음로 142 (길음동.서울길음초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61346919,127.0177877,2023-03-22
B000002208,서울강월초등학교,초등학교,1988-05-06,공립,본교,운영,서울특별시 양천구 신월동 987-3,서울특별시 양천구 신월로 97 (신월동.서울강월초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.51602612,126.8339055,2023-03-22
B000002134,서울잠동초등학교,초등학교,1980-09-29,공립,본교,운영,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122 (신천동. 잠동초등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.51796437,127.1000484,2023-03-22
B000002420,서울삼양초등학교,초등학교,1959-11-10,공립,본교,운영,서울특별시 강북구 미아동 791-1932,서울특별시 강북구 삼양로49길 17 (미아동.삼양초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.62346894,127.0167773,2023-03-22
B000002429,서울우이초등학교,초등학교,1949-10-02,공립,본교,운영,서울특별시 강북구 수유동 409-6,서울특별시 강북구 삼양로99길 36 (수유동.서울우이초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.63847291,127.0148822,2023-03-22
B000002364,서울무학초등학교,초등학교,1915-09-01,공립,본교,운영,서울특별시 성동구 하왕십리동 950-1,서울특별시 성동구 무학봉15길 21 . 하왕십리동 950-1. 서울무학초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.56293165,127.0296135,2023-03-22
B000002022,서울오봉초등학교,초등학교,2000-03-01,공립,본교,운영,서울특별시 도봉구 도봉동 608-22,서울특별시 도봉구 시루봉로 285 . 서울오봉초등학교 (도봉동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.67175795,127.0403478,2023-03-22
B000002126,서울중대초등학교,초등학교,1924-11-13,공립,본교,운영,서울특별시 송파구 송파동 191,서울특별시 송파구 송파대로36길 8 (송파동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50011095,127.1139167,2023-03-22
B000002028,서울쌍문초등학교,초등학교,1974-03-01,공립,본교,운영,서울특별시 도봉구 쌍문동 360-4,서울특별시 도봉구 우이천로 360 . 서울쌍문초등학교 (쌍문동.쌍문초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.64866828,127.0247292,2023-03-22
B000001950,서울상암초등학교,초등학교,1972-07-10,공립,본교,운영,서울특별시 마포구 상암동 1635,서울특별시 마포구 월드컵북로 353 (상암동.상암초등학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.57658427,126.8923219,2023-03-22
B000002258,서울반원초등학교,초등학교,1982-04-06,공립,본교,운영,서울특별시 서초구 잠원동 72,서울특별시 서초구 잠원로3길 28 (잠원동.반원초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.51002963,127.0040536,2023-03-22
B000002296,서울압구정초등학교,초등학교,1977-05-04,공립,본교,운영,서울특별시 강남구 압구정동 461,서울특별시 강남구 압구정로39길 29 (압구정동.압구정초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.53137101,127.0308441,2023-03-22
B000002038,동북초등학교,초등학교,1964-09-15,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53 (쌍문동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65500731,127.0262313,2023-03-22
