Building_Age,JS_Price,JS_BA,Population,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,IR,Region_Name,Building_Use,YearMonth,Shortest_Distance_to_Subway,Shortest_Distance_to_School,Shortest_Distance_to_Univ
35,34000,105.47,441511,3.4,84.4,89.2,86.8,120.0805009,83.2,89666.67,1.206405205,1.5,서초구,아파트,201508,750.7969416,467.7328905,532.4032672
33,26000,49.94,512274,4.9,104.3,101.6,101.7,126.2853005,168.7,66400,0.665118284,0.5,노원구,아파트,202102,966.7265753,221.6201801,1757.95
34,64000,108.36,549396,3.7,89.5,94.6,90.5,108.6054722,91,324000,1.37598654,1.25,강남구,아파트,201701,818.644672,312.4001629,1317.563425
10,26000,84.96,561544,3,76.4,82.8,80.6,112.5114574,73.9,29100,0.938071966,2.5,강서구,아파트,201305,1512.260482,160.3903411,843.4674693
8,22000,84.84,479088,4.5,72.3,78.2,74.5,114.3648376,82,34797.22,1.180936575,2.75,성북구,아파트,201102,840.3241105,228.0784343,352.4573046
25,38000,49.2,549396,3.2,92.8,97,92.8,103.1332745,99.4,75300,1.37598654,1.25,강남구,아파트,201710,190.7810489,173.2689653,4299.679468
34,33000,65.42,317794,4.9,104.3,101.6,101.7,126.2853005,168.7,45300,0.582391123,0.5,도봉구,아파트,202102,2033.757443,274.9024863,722.8192517
4,85000,127.44,300991,4.5,93.9,98,94.1,94.7869102,106.1,62700,0.776394081,1.5,성동구,아파트,201803,664.3346844,323.8558216,1949.187887
21,30400,59.73,446398,4,106.3,103.7,103.2,110.2824041,173.8,61344.44,0.669275695,0.5,양천구,아파트,202105,935.8347888,257.9472794,1634.32896
44,50000,63.87,525570,3.2,107.1,104,103.7,119.982699,181.7,261000,1.142804016,0.5,강남구,아파트,202107,638.4186066,470.0675515,1640.058333
1,22500,42.85,468983,3.6,92.2,96.5,92.3,101.8534863,98,23000,0.817232189,1.25,양천구,연립다세대,201708,484.667027,222.9978457,893.0965743
42,43000,63.87,531575,3.1,97.5,100.5,98.8,102.1764706,129.5,201300,1.327495552,1.25,강남구,아파트,201911,638.4186066,470.0675515,1640.058333
4,22000,24.25,362719,2.4,109.4,109.2,110.8,85.52102866,164,25000,0.733462334,2.5,마포구,오피스텔,202209,36.00174515,167.2683323,2331.437959
31,20000,58.01,532511,3.9,95.7,99.7,97.9,83.64705882,122.2,40544.44,0.772934452,1.5,노원구,아파트,201907,966.7265753,221.6201801,1757.95
14,90000,119.11,343783,4,99.6,98.8,100,117.4511224,147.2,149900,0.999975008,0.5,광진구,아파트,202007,957.1733077,321.057958,1350.221806
32,9500,28.71,325050,3.1,100.4,99.3,100.2,120.7096307,151.9,44350,0.665626021,0.5,도봉구,아파트,202008,1415.069165,340.3584166,1449.181868
11,57000,84.94,656198,4.6,93.6,97.8,93.9,99.543379,104.8,87250,0.862203362,1.5,송파구,아파트,201802,275.6124788,265.4272611,4492.700581
24,26500,71.64,492793,2.9,74.5,81.2,78.8,110.8477666,73.2,35675,0.861062407,3,양천구,아파트,201209,254.7859928,351.6103809,1565.827546
8,97650,84.6,362719,2.4,109.4,109.2,110.8,85.52102866,164,171500,0.773552537,2.5,마포구,아파트,202209,258.2797077,255.3243892,747.0916479
31,30000,54.9,651722,3.6,91,95.9,91.6,107.4712644,93.4,68600,0.830784313,1.25,송파구,아파트,201705,592.4131893,322.7584762,2174.743598
22,45000,84.96,390350,3,96.9,100.5,98.7,99.98039216,127.1,69071.43,0.831474743,1.25,동작구,아파트,201910,750.2148892,133.2872743,984.4287383
31,19800,49.94,532511,3.1,96.3,100.2,98.5,95.90196078,125.2,38057.14,0.772934452,1.5,노원구,아파트,201909,798.1819412,233.858102,1636.667283
39,43000,82.61,651722,3.2,92.8,97,92.8,103.1332745,99.4,165957.14,0.830784313,1.25,송파구,아파트,201710,455.0219701,140.1705146,3229.603692
27,20000,59.96,390521,3.7,93.4,97.6,93.6,100.0761035,103,57250,0.757233411,1.5,동작구,아파트,201801,144.0866164,143.0765548,411.3630374
35,40000,116.53,381707,3,76.4,82.8,80.6,112.5114574,73.9,104000,1.16312778,2.5,영등포구,아파트,201305,374.3125079,216.5267853,3100.262691
30,20000,59.39,543267,3.6,94.6,98.4,95.4,98.28767123,121.5,34155.77,0.730990952,1.5,노원구,아파트,201809,1190.128137,236.2142853,2414.456119
13,30000,36.29,549396,4.9,90,94.9,90.7,108.4289497,91,39300,1.37598654,1.25,강남구,아파트,201702,693.3459202,651.4694862,383.9893062
20,9500,44.52,594568,2.8,75,81.7,79.2,116.9553327,72.8,14707.14,0.989981771,2.75,노원구,아파트,201211,605.3450447,175.5242242,1615.703906
8,40000,84.67,376908,3,78.7,84.9,82.3,119.4775435,74.3,63500,1.415044665,2.5,마포구,아파트,201312,1803.570057,229.726525,3263.943379
3,25000,114.7,521193,2.9,72.9,80,77.1,114.2641068,79.4,34216.67,1.152027726,3.25,관악구,아파트,201110,2930.860724,403.171195,3803.098537
27,15000,34.44,587369,3.4,98,101.1,99.1,112.0392157,131.7,51334.62,0.823035638,1.25,강서구,아파트,201912,1974.987785,332.061046,1874.04797
34,37000,96.48,431841,3.1,76.8,83.2,80.8,111.1824015,73.5,89000,1.175296068,2.5,서초구,아파트,201306,531.6531796,252.2599668,920.5572542
23,49000,132.96,427809,5.7,103.8,101.3,101.4,131.173063,166.4,72405.56,0.547777763,0.5,성북구,아파트,202101,653.4501883,132.5348767,1087.139473
13,35000,84.85,403696,3.2,92.8,97,92.8,103.1332745,99.4,40225,1.107369543,1.25,중랑구,아파트,201710,823.3939521,136.3161847,2096.291125
9,140000,121.09,549396,3.1,93,97.4,93,102.5154457,100,164000,1.37598654,1.5,강남구,아파트,201711,735.9819908,177.424955,3064.259672
36,90000,128.01,531575,4.7,95,98.7,96.9,69.88235294,117.1,228000,1.327495552,1.75,강남구,아파트,201902,508.7335108,223.1399453,4139.782329
11,40000,84.32,403885,3.3,80.5,86.6,84.2,111.5487914,76.4,58300,0.92281419,2.25,동작구,아파트,201408,405.9596657,283.1464139,2599.225362
20,22000,84.36,419625,3.6,84.1,88.5,86.5,120.6171735,82.5,18000,1.241960036,1.5,구로구,아파트,201507,1869.267941,444.1229695,371.0573447
9,18000,26.71,537139,3.1,109.3,108.7,112.9,67.89542484,146.2,17750,0.760905266,3.5,강남구,오피스텔,202302,1507.720549,256.3388762,5518.08155
4,41000,102.34,484742,3,74.5,81.1,78.6,101.6864175,73.6,59091.67,1.467504621,3,강동구,아파트,201208,1129.961692,219.5830005,3445.464836
31,25000,148.06,674828,3,72.8,79.8,76.8,114.4736633,80.2,92281.25,1.152254462,3.25,송파구,아파트,201108,532.5470832,197.4734202,1794.866022
19,8000,32.47,419625,3,85.4,90.8,87.6,123.1663685,84.8,7550,1.241960036,1.5,구로구,아파트,201511,713.4791445,231.2153722,2371.748809
14,72500,59.96,652993,3,109.5,108.4,112.4,66.60862577,141.8,190750,0.974670887,3.25,송파구,아파트,202212,629.175924,105.5784655,3314.878382
24,45100,59.91,655395,5.7,103.8,101.3,101.4,131.173063,166.4,124750,0.709977183,0.5,송파구,아파트,202101,195.5573881,468.8720539,2887.537428
2,75000,84.93,427110,3.3,72.6,79.3,76.1,114.4842224,80,228857.14,1.266333938,3.25,서초구,아파트,201106,330.9733437,184.1347697,617.8129044
16,39000,59.96,292890,3.6,87.5,92.9,89.5,115.9660107,89.2,53341.67,0.98515111,1.25,성동구,아파트,201608,133.0685273,194.803518,1791.530426
22,30000,84.97,399875,4,94.4,98.6,95.2,93.91171994,115,36050,1.050601866,1.5,중랑구,아파트,201808,917.149866,193.9847087,1871.147058
14,67000,119.46,468983,3.3,93.1,97.2,93.3,100.1902588,100.9,70083.33,0.817232189,1.5,양천구,아파트,201712,714.1291442,417.6041609,2085.746825
38,75000,140.04,429232,3.7,94.3,98.5,94.9,86.26331811,108.6,179500,1.078594039,1.5,서초구,아파트,201806,249.9499042,198.3580454,1392.724386
18,90000,130.55,549396,4.9,90,94.9,90.7,108.4289497,91,136250,1.37598654,1.25,강남구,아파트,201702,515.7820284,275.9124072,3089.888179
11,70000,126.6,426763,2.9,108.9,108.5,109.7,91.34948097,173.2,155000,0.749696434,2.25,성북구,아파트,202207,882.6983965,282.5062622,1038.269785
27,40000,83.52,489072,2.7,78,84.3,81.7,120.4399633,74.7,90455.56,0.906316161,2.5,양천구,아파트,201310,1473.582536,310.909886,2224.10907
40,19000,68.03,291572,4,82.9,88.1,85.7,120.9302326,79.4,25500,1.100749021,1.75,성동구,아파트,201503,130.4747683,270.6442763,1554.360262
26,54000,84.58,435952,4.9,90,94.9,90.7,108.4289497,91,76500,1.057025018,1.25,서초구,아파트,201702,628.2665961,378.4615602,1905.62103
19,70000,84.96,219546,3.1,93,97.4,93,102.5154457,100,105633.33,1.660912111,1.5,용산구,아파트,201711,632.4941974,407.6513017,2228.145511
2,86900,84.98,657101,2.7,110.5,110.3,113.9,85.35947712,177.6937714,119875,0.721559346,3.5,송파구,아파트,202306,0,210.8039075,3541.972753
0,52000,118.13,431841,3,78.7,84.9,82.3,119.4775435,74.3,75665.57,1.180251122,2.5,서초구,아파트,201312,2502.587473,541.1637273,3065.435418
19,20000,41.49,484197,2.6,107.2,104.1,104.1,121.2514418,185,21800,0.889780538,0.75,관악구,연립다세대,202108,546.7951885,318.8067975,401.5888076
0,23900,24.52,450971,3.4,102.6,101.3,100.8,128.8196959,158.1,26550,0.702519327,0.5,양천구,연립다세대,202011,1533.161942,311.7614189,2566.710942
35,70000,177.12,296598,3.1,93,97.4,93,102.5154457,100,108683.33,0.884842554,1.5,성동구,아파트,201711,322.5567774,250.2570207,1951.837589
19,25000,59.89,397899,2.8,74.7,81.3,79,109.2980857,73.1,42400,1.104498506,2.75,동작구,아파트,201210,608.2800589,172.4891341,789.3610545
3,38000,84.96,357538,3.9,79.4,85.9,83,120.2775291,76,50737.5,1.15938871,2.5,동대문구,아파트,201403,369.9443214,624.4786281,1617.688876
13,34000,61.73,303057,3.9,95.7,99.7,97.9,83.64705882,122.2,21700,0.910663395,1.5,서대문구,오피스텔,201907,401.2502278,256.0323971,575.8557198
21,28350,39.2,522782,3,108.4,107.8,108.5,94.39638601,180.4,35500,1.040486813,1.75,강남구,아파트,202205,545.4571634,238.6280519,2030.525036
25,10000,45.9,422946,3.7,73.9,80.5,77.9,114.2173615,77.1,19750,1.192929626,3.25,구로구,연립다세대,201203,1115.023555,469.2311324,727.4457117
12,24500,84.65,594568,3.1,74.3,81,78.1,112.3720551,75.8,42625,1.208107948,3.25,노원구,아파트,201205,552.7335882,341.338888,527.5364753
36,44000,73.26,531575,4.5,94.8,99,96.7,78.90196078,117.9,133500,1.327495552,1.75,강남구,아파트,201901,994.8512625,227.1858778,4754.570771
24,16000,38.12,366806,3,96.9,100.5,98.7,99.98039216,127.1,32000,1.254647924,1.25,마포구,연립다세대,201910,471.2178544,484.0804839,498.024898
5,24500,114.29,339529,4.3,72.5,78.6,74.9,114.3219452,81.7,32500,1.203851938,3,강북구,아파트,201103,816.4883095,362.3081544,808.4149355
25,10000,114.2,343783,4.1,98.3,101.4,99.3,112.3004354,132.7,77750,0.999975008,1.25,광진구,아파트,202001,798.4244723,146.0634126,1320.286459
29,23000,57.97,543267,4,94.1,98.2,94.6,85.1217656,107.9,50900,0.730990952,1.5,노원구,아파트,201805,420.3523264,284.3109901,776.5711339
1,45000,84.88,433809,4.1,90.4,95.3,91,107.6345984,91.7,69441.42,0.967619601,1.25,강동구,아파트,201703,874.7530595,237.3672619,3943.018967
37,36000,62.37,372625,3,107.9,107.5,108.1,93.59861592,183.2,78000,0.76355195,1.5,영등포구,아파트,202204,41.91147894,214.9342947,2924.372984
12,52000,84.96,395233,3.7,85.5,90.8,88.1,119.8792487,84.3,58666.67,0.780888911,1.5,동작구,아파트,201601,564.2066417,519.7270659,384.1120779
1,37000,59.97,229269,4.5,94.8,99,96.7,78.90196078,117.9,66825,1.233023588,1.75,금천구,아파트,201901,2821.844582,228.5808036,5143.464524
11,36000,59.97,461499,4,82.9,88.1,85.7,120.9302326,79.4,49580.91,1.131828689,1.75,강동구,아파트,201503,1229.779555,158.2330121,3174.146537
3,21000,84.97,521193,3,72.8,79.8,76.8,114.2539291,80.2,37578.57,1.172109246,3.25,관악구,아파트,201108,2930.860724,403.171195,3803.098537
19,63000,84.96,365392,4.1,98.6,101,99.5,109.6879536,134.6,93900,0.965804042,1.25,마포구,아파트,202002,334.9093786,141.4738825,672.1181753
12,27000,59.99,455617,3.7,82.2,87.5,85.1,115.2504472,77.9,38188.46,0.884657978,2,성북구,아파트,201501,344.5426953,221.9494727,1174.43707
33,34500,51.4,662392,3.5,75.9,82.4,80.1,115.1916058,73.4,57488.12,0.951555431,2.75,송파구,아파트,201303,0,503.6539468,2880.42543
15,35000,56.04,400902,3,96.9,100.5,98.7,99.98039216,127.1,64150,1.071304205,1.25,구로구,아파트,201910,682.5787213,262.441208,2515.95547
32,35000,111.38,561070,3.5,79.9,86.1,83.7,109.8478066,75.7,119500,1.517021284,2.5,강남구,아파트,201406,802.665323,203.1120894,1184.018991
27,36000,84.99,579138,4.5,98.5,98.3,99.5,104.1001451,135.1,58700,0.753540274,0.5,강서구,아파트,202005,711.6485702,281.9923286,3404.538761
5,54000,119.41,366312,2.8,75,81.7,79.2,116.9553327,72.8,85500,1.172538996,2.75,광진구,아파트,201211,461.6067121,253.1066364,608.8430279
33,55000,71.37,450971,3.1,100.4,99.3,100.2,120.7096307,151.9,183500,0.702519327,0.5,양천구,아파트,202008,686.6997605,189.2093372,2113.017029
36,28000,97.21,425539,4.6,93.6,97.8,93.9,99.543379,104.8,61350,0.907343953,1.5,강동구,아파트,201802,493.9440108,192.7064645,3075.671314
31,67200,84.53,343783,3.1,100.4,99.3,100.2,120.7096307,151.9,138000,0.999975008,0.5,광진구,아파트,202008,336.8095898,142.8227236,1201.556432
7,67000,84.95,658553,3,81.4,86.6,84.9,115.7564906,77.5,109370,1.191436661,2,송파구,아파트,201411,536.9477001,24.17646321,3817.518298
34,43000,84.98,656198,3.7,93.4,97.6,93.6,100.0761035,103,90250,0.862203362,1.5,송파구,아파트,201801,55.89863816,465.3812425,3819.462291
29,14500,41.3,555097,3.7,89.5,94.6,90.5,108.6054722,91,27540,0.754199704,1.25,노원구,아파트,201701,190.8442546,241.6235693,569.024065
0,20500,28.13,475845,3.9,86.1,91.2,88.8,114.5348837,84.8,23340,0.853386462,1.5,양천구,연립다세대,201604,1272.476175,160.5443498,1671.759914
19,30000,84.77,572940,3.7,82.2,87.5,85.1,115.2504472,77.9,51100,0.887204028,2,노원구,아파트,201501,517.0203485,153.3157427,902.3727269
28,50000,105.58,480432,3.8,83.9,88.2,86.2,119.8121646,81.4,58888.89,0.925952435,1.5,양천구,아파트,201506,565.5696093,323.491624,2096.620307
22,28000,84.23,473861,3.4,80.1,86.3,83.9,111.4592659,75.7,42400,1.12022471,2.5,강동구,아파트,201407,629.0711434,120.2736067,4282.655239
4,22000,25.77,655395,2.6,107.1,105.3,105.7,100.1345636,185,24308.33,0.709977183,1,송파구,오피스텔,202111,0,416.8895341,3850.882397
23,26000,59.95,512274,4,106.3,103.7,103.2,110.2824041,173.8,49146.15,0.665118284,0.5,노원구,아파트,202105,1047.32869,164.0338498,3756.570793
13,35000,59.97,432108,4.5,93.9,98,94.1,94.7869102,106.1,55466.67,0.679492592,1.5,성북구,아파트,201803,439.6722633,226.3341906,638.0283147
16,49000,92.66,450971,3.1,100.4,99.3,100.2,120.7096307,151.9,47300,0.702519327,0.5,양천구,오피스텔,202008,555.1578203,239.286114,1859.961859
23,125000,114.69,215891,3,107.8,107.6,107.7,90.60938101,181.3,209000,0.886226118,1.25,용산구,아파트,202203,736.6279811,180.4987301,1927.522131
18,45000,114.78,400914,3.4,102.6,101.3,100.8,128.8196959,158.1,52000,0.965344703,0.5,구로구,아파트,202011,1950.635231,123.9463938,928.2551382
21,31000,59.97,587369,3.4,98,101.1,99.1,112.0392157,131.7,50500,0.823035638,1.25,강서구,아파트,201912,2052.119693,326.0638426,1470.606559
4,60400,84.92,458953,3.399451971,102.5246506,101.2955017,100.5764236,129.139679,157.9910126,120980,0.736909986,3.5,강동구,아파트,202308,879.3235055,177.950537,4615.601567
24,17000,71.78,356181,2.7,78,84.3,81.7,120.4399633,74.7,25166.67,0.953943908,2.5,도봉구,아파트,201310,1432.822731,313.0038823,1344.402774
24,15000,49.54,572940,3.4,84.4,89.2,86.8,120.0805009,83.2,21875.93,0.887204028,1.5,노원구,아파트,201508,769.7006325,196.5880601,694.3603166
14,90000,84.8,652993,3,109.5,108.4,112.4,66.60862577,141.8,190750,0.768232167,3.25,송파구,아파트,202212,629.175924,105.5784655,3314.878382
6,15000,61.57,362400,3,72.9,80.1,77.6,113.8402786,77.8,18733.33,0.861823022,3.25,도봉구,오피스텔,201112,1570.84,597.6280183,1709.076218
11,34000,84.97,493055,3,95.9,100,98.2,92.76470588,123.8,51025,1.02989558,1.5,관악구,아파트,201908,2930.860724,403.171195,3803.098537
3,80000,109.81,425410,4.4,95.5,98.8,97.2,71.09803922,116.1,94185.71,0.911464838,1.75,강동구,아파트,201904,874.7530595,237.3672619,3943.018967
25,48000,84.72,351215,3.7,93.4,97.6,93.6,100.0761035,103,73333.33,1.055076901,1.5,광진구,아파트,201801,879.3089213,216.4022992,1366.280983
10,11982,59.99,390233,4.2,98.5,100.1,99.4,108.3393764,135.7,68000,0.932521111,0.75,중랑구,아파트,202003,504.9848356,545.9498235,2066.852399
14,45000,84.87,345931,3.3,92.4,96.9,92.6,102.4271845,98.3,50066.67,1.086032933,1.25,동대문구,아파트,201709,910.5942071,467.0168757,1991.149186
37,34000,72.84,279374,2.7,110.5,110.3,113.9,85.35947712,176.8747864,67000,0.765029192,3.5,성동구,아파트,202306,434.3761345,357.0342823,860.8460663
4,57500,84.81,292890,3.2,89.1,94,90.3,112.5772286,91.2,77000,0.98515111,1.25,성동구,아파트,201612,646.5960447,364.6255464,2115.196364
0,9000,13.71,387175,2.9,75.3,82.1,79.4,109.2525068,72.1,13666.67,1.476592302,2.75,영등포구,아파트,201212,174.997927,469.1561612,2544.40206
16,35000,84.91,419625,4.5,82.5,88.1,85.4,116.8157424,78.6,48320,1.241960036,2,구로구,아파트,201502,359.8248765,137.2122325,1800.128716
33,76000,122.31,455764,3.9,95.7,99.7,97.9,83.64705882,122.2,160287.5,0.695242113,1.5,양천구,아파트,201907,1473.582536,310.909886,2224.10907
19,22000,83.97,129204,2.8,74.7,81.3,79,109.2980857,73.1,33780,1.112540126,2.75,중구,아파트,201210,172.4428071,233.4311828,2191.892549
34,110000,97.92,450971,4.1,103.1,101.5,101.1,133.5264301,161.4,181390,0.702519327,0.5,양천구,아파트,202012,1473.582536,310.909886,2224.10907
25,38000,127.21,492793,2.8,74.7,81.3,79,109.2980857,73.1,64107.14,0.842409492,2.75,양천구,아파트,201210,565.5696093,323.491624,2096.620307
0,33000,41.39,469876,4,105.6,103.4,102.7,109.7212165,170.8,26000,0.679837292,0.5,은평구,연립다세대,202104,882.3887023,418.9403929,697.6840672
10,34000,85,570666,3.3,81.7,87.2,84.9,116.8755595,77.4,52625,0.893936142,2,강서구,아파트,201412,405.1031734,253.0198252,687.058746
6,25000,59.91,397899,3.5,74.3,80.8,78,114.2567062,76.2,45000,1.174376249,3.25,동작구,아파트,201204,583.7429536,435.9863355,1449.126748
6,19500,26.28,571614,2.8,107.1,104.8,105.2,108.2660515,188.5,17550,0.671992935,0.75,강서구,오피스텔,202110,1008.945845,299.2525482,1908.404114
28,39000,82.2,561070,3.4,80.1,86.3,83.9,111.4592659,75.7,60000,1.517021284,2.5,강남구,아파트,201407,1007.467893,120.7110805,3357.965112
16,31000,84.89,350689,4.9,85.5,91,88.4,116.5921288,84.5,35662.5,1.292693729,1.5,동대문구,아파트,201602,854.1314649,454.3315401,904.7567537
24,10000,45.77,594568,3.5,73.1,79.9,77.7,113.0098724,78,19333.33,0.866346598,3.25,노원구,아파트,201201,1190.128137,236.2142853,2414.456119
13,50000,94.36,441732,4.1,98.6,101,99.5,109.6879536,134.6,73400,0.816382829,1.25,강동구,아파트,202002,853.9873483,329.7911976,1930.187534
39,18000,53.88,497056,3.6,91,95.9,91.6,107.4712644,93.4,22750,1.060605188,1.25,관악구,아파트,201705,645.9697075,224.2949668,1733.680039
1,60000,84.99,662019,4.5,94.8,99,96.7,78.90196078,117.9,159910,0.834577094,1.75,송파구,아파트,201901,678.3043031,266.6278349,3229.946373
4,21000,29.63,651722,3.6,92.2,96.5,92.3,101.8534863,98,24637.5,0.830784313,1.25,송파구,오피스텔,201708,547.6068086,578.2024283,4398.397862
2,17892,59.79,585425,3.6,87.5,92.9,89.5,115.9660107,89.2,80575,0.905159242,1.25,강서구,아파트,201608,865.4768055,263.0867986,2605.784034
39,40900,60.13,522782,3,107.8,107.6,107.7,90.60938101,181.3,248833.33,0.680595994,1.25,강남구,아파트,202203,994.8512625,227.1858778,4754.570771
10,22000,101.94,359109,3.3,72.6,79.3,76.1,114.2668839,80,30737.5,1.150792837,3.25,동대문구,아파트,201106,590.2084547,398.4070509,1569.915695
4,57000,136.4,161487,3.5,73.1,79.9,77.7,114.0991058,78,78766.67,0.937233031,3.25,종로구,아파트,201201,485.7781287,371.9241001,402.6717995
0,30000,84.84,396306,3.2,72.6,78.9,75.8,114.4601288,80.6,68309,0.933208227,3,동작구,아파트,201105,1313.010052,309.5927488,740.0649125
29,24000,79.32,415281,3.5,87.1,92.6,89.3,115.8765653,88,29850,1.193505338,1.25,구로구,아파트,201607,1386.86328,158.8446624,478.9720264
5,19000,59.98,494724,3.3,72.7,79.5,76.5,114.3103333,80.1,41000,1.488858581,3.25,양천구,아파트,201107,467.4793983,286.3303808,877.8723334
40,55000,84.43,531575,4.3,95.3,98.8,97,69.01960784,116.1,163055.56,1.327495552,1.75,강남구,아파트,201903,540.6147552,335.4970315,3726.633606
22,8500,25.65,674828,2.9,72.9,80,77.1,113.8068008,79.4,22450,1.464709282,3.25,송파구,아파트,201110,849.5859651,576.8958001,3245.944088
2,26000,73.96,357595,3,74.5,81.1,78.6,101.6864175,73.6,50000,1.108304739,3,동대문구,아파트,201208,192.1742961,229.5184027,1628.444415
0,60000,59.84,304074,3.1,100.4,99.3,100.2,120.7096307,151.9,123333.33,0.784327083,0.5,서대문구,아파트,202008,607.0461123,152.084924,24.69525295
23,26000,49.2,567007,3.7,82.2,87.5,85.1,115.2504472,77.9,52200,1.481194994,2,강남구,아파트,201501,190.7810489,173.2689653,4299.679468
18,28000,59.88,429142,2.7,110.5,110.3,113.9,85.35947712,177.5597687,53500,0.893696487,3.5,성북구,아파트,202306,1709.818585,208.8059642,673.4549664
12,28000,84.97,455617,3.8,83.9,88.2,86.2,119.8121646,81.4,31111.54,0.884657978,1.5,성북구,아파트,201506,287.2553818,235.0586455,280.4264131
26,7000,31.98,587991,3.1,76.8,83.2,80.8,111.1824015,73.5,17566.67,1.536435127,2.5,노원구,아파트,201306,244.300186,129.8004077,455.4151982
7,17000,23.09,364219,2.6,107.1,105.3,105.7,100.1345636,185,15150,0.934811427,1,마포구,오피스텔,202111,124.4710853,180.8897086,2381.432274
21,48300,84.63,383557,3.8,106.9,103.8,103.4,117.2338885,177.7,119000,0.667150146,0.5,동작구,아파트,202106,1305.853343,529.0845207,1285.807578
20,68000,114.75,365392,4.2,98.5,100.1,99.4,108.3393764,135.7,113733.33,0.965804042,0.75,마포구,아파트,202003,722.4135219,331.8591262,698.9505908
11,29000,59.8,373359,3.6,84.1,88.5,86.5,120.6171735,82.5,40500,1.64356611,1.5,영등포구,아파트,201507,365.6460569,147.5179317,3891.224894
28,50000,84.55,351919,3.8,91.5,96.1,91.8,108.524735,95.3,81983.33,1.247925049,1.25,광진구,아파트,201706,719.926858,281.8067515,772.991218
14,42000,114.87,373359,3.2,85.4,90.9,87.8,121.3103757,84.4,41200,1.64356611,1.5,영등포구,아파트,201512,610.2983953,372.380058,3678.432597
17,24000,84.88,503853,3.7,82.2,87.5,85.1,115.2504472,77.9,24000,1.199362608,2,관악구,아파트,201501,1712.847661,308.009237,3789.279744
16,16000,44.64,421109,4.5,79.2,85.6,82.7,121.038496,75.7,24159.09,1.178874327,2.5,구로구,아파트,201402,668.0031334,454.4446949,2223.106922
5,27000,84.4,570666,3.3,80.5,86.6,84.2,111.5487914,76.4,41000,0.893936142,2.25,강서구,아파트,201408,792.9863544,190.9743121,3350.26271
9,6500,28.03,561431,2.8,74.7,81.3,79,109.2980857,73.1,10700,1.21732676,2.75,강서구,오피스텔,201210,941.1598604,261.0401038,4049.097917
25,50000,80.2,439368,3.2,89.1,94,90.3,112.5772286,91.2,79000,1.105039681,1.25,서초구,아파트,201612,252.9289864,445.8234637,1424.774115
28,32000,58.59,489798,4.3,99,98.5,99.8,112.9172714,140,70604.35,1.03196725,0.5,관악구,아파트,202006,506.3306083,303.3596653,474.1049458
34,14000,41.98,560257,3.7,85.5,90.8,88.1,119.8792487,84.3,80611.11,1.424301744,1.5,강남구,아파트,201601,1670.781895,744.7669909,4211.027316
13,22000,84.96,421109,3.8,79.6,86,83.4,114.3688451,76,30625,1.178874327,2.5,구로구,아파트,201404,999.9243491,208.7682438,1227.579505
4,62000,84.61,395233,3.6,87.5,92.9,89.5,115.9660107,89.2,69806.9,0.780888911,1.25,동작구,아파트,201608,866.6064147,168.0019502,541.8033897
8,23600,29.99,655395,2.8,107.1,104.8,105.2,108.2660515,188.5,27770.59,0.709977183,0.75,송파구,오피스텔,202110,660.3834351,717.1015597,4499.849669
8,49000,105.6,345931,3.3,92.4,96.9,92.6,102.4271845,98.3,56900,1.086032933,1.25,동대문구,아파트,201709,219.8038388,542.0061563,1815.378698
16,23000,84.89,396306,3,72.9,80.1,77.6,113.0098724,77.8,38500,0.866217971,3.25,동작구,아파트,201112,664.2601439,229.1935204,478.760477
35,20000,45.55,500104,3.393375158,102.6012497,101.1216431,100.6496658,128.6686859,157.6626282,60540,0.821042299,3.5,노원구,아파트,202308,769.2962359,206.5972589,944.3297041
13,30000,152.25,479088,3.3,72.7,79.5,76.5,112.3720551,80.1,35983.33,1.204554439,3.25,성북구,아파트,201107,653.4501883,132.5348767,1087.139473
2,65000,101.31,439368,3.2,89.1,94,90.3,112.5772286,91.2,97666.67,1.105039681,1.25,서초구,아파트,201612,3249.187295,1004.644967,5532.942978
21,30000,59.84,337801,4.2,98.5,100.1,99.4,108.3393764,135.7,52800,0.952623707,0.75,동대문구,아파트,202003,1423.279253,574.6271324,597.0678429
11,23000,59.97,295034,3.5,73.1,79.9,77.7,114.4617462,78,46766.67,1.102530956,3.25,성동구,아파트,201201,553.1089707,188.0402637,2438.923176
4,35000,84.81,484742,2.8,74.7,81.3,79,109.2980857,73.1,60240.1,1.468084693,2.75,강동구,아파트,201210,1129.961692,219.5830005,3445.464836
16,18000,59.43,331078,3.5,79.9,86.1,83.7,109.8478066,75.7,25200,1.190863154,2.5,강북구,아파트,201406,694.1778507,210.5748666,723.8877538
28,20500,49.85,555097,3.6,92.2,96.5,92.3,101.8534863,98,25450,0.754199704,1.25,노원구,아파트,201708,583.0407522,171.5153802,553.0232639
5,6300,36.81,455764,3.1,96.3,100.2,98.5,95.90196078,125.2,72960,0.695242113,1.5,양천구,아파트,201909,475.8510641,189.4053511,2486.800826
12,24000,84.95,447099,4.9,85.5,91,88.4,116.5921288,84.5,42251,0.811061984,1.5,성북구,아파트,201602,906.122711,227.7254404,1257.938819
6,78700,97.09,652993,3,108.4,107.8,108.5,94.39638601,180.4,143000,1.047540903,1.75,송파구,아파트,202205,998.8858793,309.8671331,4923.408932
