Year,Month,Region_Name,Region_Code,Building_Use,Sell_Price,Sell_BA,Sell_PPA,Sell_PPP,Sell_Count,JS_Price,JS_BA,JS_PPA,JS_PPP,JS_Count,CR,BA_CR,PPA_CR,IR,UR,LC_index,CA_index,TC_index,SDT_index
2018,11,중구,11140,아파트,77504.17,88.91,905.27,273.85,24,45502.52,72.97,661.66,200.15,119,58.71,82.07,73.09,1.75,3.2,94.7,98.6,96.1,91.40030441
2018,11,중구,11140,연립다세대,33107.05,45.75,775.51,234.59,19,19610.0,40.86,566.0,171.22,50,59.23,89.31,72.98,1.75,3.2,94.7,98.6,96.1,91.40030441
2018,11,중구,11140,오피스텔,27845.45,38.18,723.18,218.76,22,25061.54,37.81,659.14,199.39,39,90.0,99.03,91.14,1.75,3.2,94.7,98.6,96.1,91.40030441
2018,11,중랑구,11260,단독다가구,66565.38,168.39,430.6,130.26,53,10342.62,45.27,250.15,75.67,302,15.54,26.88,58.09,1.75,3.2,94.7,98.6,96.1,91.40030441
2018,11,중랑구,11260,아파트,39205.0,68.96,594.43,179.82,74,27375.6,65.97,426.37,128.98,168,69.83,95.66,71.73,1.75,3.2,94.7,98.6,96.1,91.40030441
2018,11,중랑구,11260,연립다세대,20964.93,47.78,478.23,144.66,67,17744.3,40.34,490.29,148.31,158,84.64,84.43,102.52,1.75,3.2,94.7,98.6,96.1,91.40030441
2018,11,중랑구,11260,오피스텔,13822.73,31.59,436.3,131.98,11,17368.42,33.37,583.14,176.4,19,125.65,105.63,133.66,1.75,3.2,94.7,98.6,96.1,91.40030441
2018,12,강남구,11680,단독다가구,400849.67,300.7,1556.9,470.96,6,18878.27,50.39,396.03,119.8,168,4.71,16.76,25.44,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강남구,11680,아파트,152755.63,99.47,1504.14,455.0,83,71924.97,87.43,825.4,249.68,1030,47.08,87.9,54.88,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강남구,11680,연립다세대,44437.24,54.1,881.75,266.73,37,30097.74,55.09,581.05,175.77,199,67.73,101.83,65.9,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강남구,11680,오피스텔,30083.82,39.13,783.07,236.88,57,24774.25,34.25,735.15,222.38,100,82.35,87.53,93.88,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강동구,11740,단독다가구,128406.28,289.29,485.46,146.85,32,11684.49,45.62,281.42,85.13,216,9.1,15.77,57.97,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강동구,11740,아파트,57742.42,71.83,816.45,246.98,66,43611.45,75.93,597.16,180.64,525,75.53,105.71,73.14,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강동구,11740,연립다세대,35696.06,50.16,716.8,216.83,184,19109.71,39.79,536.08,162.16,216,53.53,79.33,74.79,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강동구,11740,오피스텔,18004.22,31.45,607.02,183.62,27,15053.51,28.7,551.21,166.74,57,83.61,91.26,90.81,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강북구,11305,단독다가구,63289.12,157.55,473.71,143.3,33,7598.18,37.27,237.62,71.88,110,12.01,23.66,50.16,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강북구,11305,아파트,41783.57,74.55,590.05,178.49,42,31216.32,74.32,425.3,128.65,107,74.71,99.69,72.08,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강북구,11305,연립다세대,26853.83,48.39,526.2,159.18,129,14703.57,46.92,336.16,101.69,56,54.75,96.96,63.88,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강북구,11305,오피스텔,15987.5,33.37,490.52,148.39,8,11833.33,26.51,467.34,141.37,3,74.02,79.44,95.27,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강서구,11500,단독다가구,110514.71,225.24,588.72,178.09,17,8889.06,42.19,241.94,73.19,128,8.04,18.73,41.1,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강서구,11500,아파트,46755.85,69.26,683.71,206.82,85,33911.12,70.85,488.05,147.64,614,72.53,102.3,71.38,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강서구,11500,연립다세대,20941.35,48.36,459.82,139.1,200,17892.92,39.5,503.78,152.39,473,85.44,81.68,109.56,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,강서구,11500,오피스텔,17512.82,32.03,600.78,181.73,60,14926.12,25.41,612.81,185.38,327,85.23,79.33,102.0,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,관악구,11620,단독다가구,85075.14,224.13,488.55,147.79,36,10676.15,32.35,385.23,116.53,589,12.55,14.43,78.85,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,관악구,11620,아파트,40336.29,61.41,715.53,216.45,56,34994.14,74.01,489.0,147.92,256,86.76,120.52,68.34,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,관악구,11620,연립다세대,22657.65,45.02,541.5,163.8,98,18220.5,40.85,523.1,158.24,222,80.42,90.74,96.6,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,관악구,11620,오피스텔,18834.09,26.14,719.94,217.78,22,11403.66,23.22,508.45,153.81,82,60.55,88.83,70.62,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,광진구,11215,단독다가구,115385.67,213.14,610.26,184.6,48,12639.74,40.81,339.74,102.77,312,10.95,19.15,55.67,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,광진구,11215,아파트,65876.78,70.89,971.78,293.96,37,49056.31,80.91,616.81,186.58,222,74.47,114.13,63.47,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,광진구,11215,연립다세대,25086.36,40.26,684.09,206.94,132,20727.73,43.48,537.2,162.5,211,82.63,108.0,78.53,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,광진구,11215,오피스텔,20618.89,40.11,579.12,175.18,9,21408.06,32.02,720.69,218.01,31,103.83,79.83,124.45,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,구로구,11530,단독다가구,71598.83,165.01,493.95,149.42,24,8583.64,40.67,235.99,71.39,110,11.99,24.65,47.78,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,구로구,11530,아파트,37913.4,66.63,594.8,179.93,96,30989.81,68.16,476.15,144.03,344,81.74,102.3,80.05,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,구로구,11530,연립다세대,21833.2,49.03,460.91,139.42,125,16191.24,46.74,392.21,118.64,146,74.16,95.33,85.09,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,구로구,11530,오피스텔,21322.67,43.64,517.39,156.51,30,17753.61,39.2,500.23,151.32,101,83.26,89.83,96.68,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,금천구,11545,단독다가구,93275.0,210.28,468.21,141.64,16,9135.48,39.6,255.98,77.43,124,9.79,18.83,54.67,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,금천구,11545,아파트,39807.83,71.45,605.51,183.17,46,30652.26,69.67,463.71,140.27,163,77.0,97.51,76.58,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,금천구,11545,연립다세대,23494.95,44.5,553.48,167.43,218,16225.29,35.81,509.24,154.05,87,69.06,80.47,92.01,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,금천구,11545,오피스텔,18182.45,35.54,561.29,169.79,20,12879.12,22.99,573.16,173.38,91,70.83,64.69,102.11,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,노원구,11350,단독다가구,51773.0,116.71,503.49,152.31,10,6468.6,34.34,238.51,72.15,86,12.49,29.42,47.37,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,노원구,11350,아파트,39346.0,61.91,656.13,198.48,190,26317.55,65.15,392.92,118.86,778,66.89,105.23,59.88,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,노원구,11350,연립다세대,21040.62,54.96,371.18,112.28,48,15598.34,47.57,353.3,106.87,86,74.13,86.55,95.18,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,노원구,11350,오피스텔,14735.71,37.53,394.63,119.38,7,13050.0,40.26,328.1,99.25,8,88.56,107.27,83.14,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,도봉구,11320,단독다가구,69740.0,278.17,339.94,102.83,10,7813.41,48.73,182.86,55.32,82,11.2,17.52,53.79,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,도봉구,11320,아파트,36688.0,69.08,535.62,162.03,100,25388.18,70.87,357.58,108.17,232,69.2,102.59,66.76,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,도봉구,11320,연립다세대,19022.46,46.76,415.68,125.74,138,13412.5,44.32,324.93,98.29,72,70.51,94.78,78.17,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,도봉구,11320,오피스텔,16153.57,32.6,509.04,153.99,14,16279.17,46.55,390.49,118.12,24,100.78,142.79,76.71,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동대문구,11230,단독다가구,67863.1,106.61,783.11,236.89,69,9833.01,38.08,288.56,87.29,206,14.49,35.72,36.85,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동대문구,11230,아파트,41441.28,58.5,765.64,231.6,94,32694.19,69.18,507.14,153.41,290,78.89,118.26,66.24,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동대문구,11230,연립다세대,32151.04,52.34,632.48,191.33,184,16338.64,42.38,469.34,141.98,88,50.82,80.97,74.21,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동대문구,11230,오피스텔,18341.3,35.37,529.65,160.22,23,11558.2,26.27,468.52,141.73,61,63.02,74.27,88.46,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동작구,11590,단독다가구,110883.68,146.22,873.55,264.25,19,11141.2,33.09,388.87,117.63,460,10.05,22.63,44.52,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동작구,11590,아파트,72160.57,82.64,944.18,285.61,35,47443.75,78.59,611.04,184.84,532,65.75,95.1,64.72,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동작구,11590,연립다세대,28432.41,52.13,584.39,176.78,91,19278.32,45.83,474.17,143.44,196,67.8,87.91,81.14,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,동작구,11590,오피스텔,15800.0,18.24,866.23,262.03,1,16750.0,31.85,541.56,163.82,10,106.01,174.62,62.52,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,마포구,11440,단독다가구,149956.54,193.13,1148.65,347.47,26,14160.15,43.77,363.05,109.82,197,9.44,22.66,31.61,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,마포구,11440,아파트,56730.51,62.47,831.35,251.48,75,44297.32,75.33,591.3,178.87,554,78.08,120.59,71.13,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,마포구,11440,연립다세대,31765.76,45.32,745.08,225.39,99,19373.28,39.84,536.64,162.33,265,60.99,87.91,72.02,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,마포구,11440,오피스텔,24152.25,34.74,723.92,218.99,40,16467.05,23.62,721.9,218.37,139,68.18,67.99,99.72,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서대문구,11410,단독다가구,94015.47,194.13,465.35,140.77,15,10832.76,42.4,302.64,91.55,199,11.52,21.84,65.03,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서대문구,11410,아파트,59023.9,76.92,827.98,250.47,50,39864.49,77.46,544.86,164.82,351,67.54,100.7,65.81,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서대문구,11410,연립다세대,27770.31,50.55,551.59,166.86,192,16528.95,48.06,385.17,116.51,119,59.52,95.07,69.83,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서대문구,11410,오피스텔,22166.93,32.4,759.67,229.8,30,16352.08,21.94,760.4,230.02,24,73.77,67.72,100.1,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서초구,11650,단독다가구,309721.38,333.64,1254.9,379.6,8,17643.57,50.78,376.01,113.74,140,5.7,15.22,29.96,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서초구,11650,아파트,130108.71,97.26,1357.08,410.52,58,74008.04,91.06,836.28,252.97,737,56.88,93.63,61.62,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서초구,11650,연립다세대,39876.52,46.01,908.54,274.83,66,28256.73,49.07,619.84,187.5,223,70.86,106.65,68.22,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,서초구,11650,오피스텔,29890.21,38.6,757.85,229.25,38,19215.29,25.72,789.45,238.81,68,64.29,66.63,104.17,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,성동구,11200,단독다가구,122491.95,199.43,1054.72,319.05,20,11465.38,35.76,365.6,110.6,182,9.36,17.93,34.66,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,성동구,11200,아파트,106835.53,87.34,1202.37,363.72,38,52279.52,76.6,691.03,209.04,514,48.93,87.7,57.47,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,성동구,11200,연립다세대,35062.5,45.4,862.64,260.95,12,17517.76,39.06,516.81,156.34,76,49.96,86.04,59.91,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,성동구,11200,오피스텔,18940.0,34.28,575.29,174.03,10,17078.02,23.41,765.42,231.54,91,90.17,68.29,133.05,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,성북구,11290,단독다가구,71747.11,135.15,596.83,180.54,38,10277.34,41.92,282.4,85.43,203,14.32,31.02,47.32,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,성북구,11290,아파트,54011.78,76.36,732.33,221.53,92,37167.71,77.36,491.27,148.61,393,68.81,101.31,67.08,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,성북구,11290,연립다세대,25445.92,47.39,548.03,165.78,201,15345.11,44.17,393.52,119.04,133,60.3,93.21,71.81,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,송파구,11710,단독다가구,170475.0,305.03,678.61,205.28,8,13415.68,45.36,315.28,95.37,169,7.87,14.87,46.46,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,송파구,11710,아파트,91084.23,72.48,1212.83,366.88,104,57208.3,83.28,705.42,213.39,1152,62.81,114.9,58.16,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,송파구,11710,연립다세대,30944.84,46.56,710.66,214.97,126,21387.61,45.46,513.64,155.38,470,69.12,97.64,72.28,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,송파구,11710,오피스텔,24709.3,34.38,740.83,224.1,46,20778.51,30.79,686.52,207.67,151,84.09,89.56,92.67,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,양천구,11470,단독다가구,94604.85,230.84,445.32,134.71,13,10739.39,45.8,265.65,80.36,99,11.35,19.84,59.65,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,양천구,11470,아파트,63998.73,80.04,770.69,233.13,63,47851.24,79.45,595.37,180.1,651,74.77,99.26,77.25,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,양천구,11470,연립다세대,18196.35,44.52,440.77,133.33,137,17461.34,41.19,480.79,145.44,194,95.96,92.52,109.08,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,양천구,11470,오피스텔,47606.52,64.86,637.45,192.83,23,30914.29,56.4,507.1,153.4,42,64.94,86.96,79.55,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,영등포구,11560,단독다가구,88848.64,160.81,820.65,248.25,25,10430.41,35.51,339.88,102.82,194,11.74,22.08,41.42,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,영등포구,11560,아파트,68112.13,75.82,909.79,275.21,89,40928.03,77.94,559.6,169.28,385,60.09,102.8,61.51,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,영등포구,11560,연립다세대,27389.84,42.17,690.79,208.96,61,21224.1,33.64,697.23,210.91,83,77.49,79.77,100.93,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,영등포구,11560,오피스텔,31248.9,51.1,597.31,180.69,50,20617.0,37.03,594.65,179.88,248,65.98,72.47,99.55,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,용산구,11170,단독다가구,134302.15,147.75,1170.82,354.17,20,11297.32,44.08,296.27,89.62,112,8.41,29.83,25.3,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,용산구,11170,아파트,144254.17,102.46,1320.3,399.39,24,52318.93,85.27,648.56,196.19,243,36.27,83.22,49.12,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,용산구,11170,연립다세대,50749.3,59.67,925.41,279.94,63,23442.11,49.68,493.83,149.38,133,46.19,83.26,53.36,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,용산구,11170,오피스텔,32790.0,38.43,830.17,251.13,25,28496.0,43.22,692.13,209.37,25,86.9,112.46,83.37,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,은평구,11380,단독다가구,75314.88,151.47,622.9,188.43,33,10322.06,47.92,233.88,70.75,204,13.71,31.64,37.55,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,은평구,11380,아파트,45722.0,75.57,634.39,191.9,85,32213.69,69.78,487.4,147.44,300,70.46,92.34,76.83,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,은평구,11380,연립다세대,21443.97,48.51,462.88,140.02,221,16859.5,45.11,411.56,124.5,313,78.62,92.99,88.91,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,은평구,11380,오피스텔,19638.24,29.8,697.87,211.11,17,14303.75,30.33,488.18,147.67,60,72.84,101.78,69.95,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,종로구,11110,단독다가구,78754.12,162.1,806.95,244.1,17,16217.9,48.64,362.42,109.63,81,20.59,30.01,44.91,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,종로구,11110,아파트,62163.64,95.98,702.09,212.38,11,53111.59,83.2,632.78,191.41,69,85.44,86.68,90.13,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,종로구,11110,연립다세대,38270.0,77.55,465.85,140.92,40,22078.26,60.73,390.68,118.18,46,57.69,78.31,83.86,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,종로구,11110,오피스텔,27896.52,37.32,730.9,221.1,21,17533.33,31.01,570.77,172.66,15,62.85,83.09,78.09,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중구,11140,단독다가구,99112.08,131.97,1401.78,424.04,13,14000.0,43.64,340.42,102.98,59,14.13,33.07,24.28,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중구,11140,아파트,75341.18,85.59,906.43,274.2,17,43921.06,70.82,650.93,196.91,113,58.3,82.74,71.81,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중구,11140,연립다세대,34164.71,68.85,544.13,164.6,17,18734.09,38.89,549.63,166.26,44,54.83,56.49,101.01,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중구,11140,오피스텔,23864.58,37.82,649.08,196.35,24,20164.86,28.82,686.27,207.6,37,84.5,76.2,105.73,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중랑구,11260,단독다가구,66236.24,170.73,447.88,135.48,41,10303.25,44.19,262.78,79.49,292,15.56,25.88,58.67,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중랑구,11260,아파트,38582.58,65.61,607.45,183.75,66,29794.23,71.46,441.92,133.68,162,77.22,108.92,72.75,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중랑구,11260,연립다세대,31852.78,58.43,566.43,171.35,162,16840.88,36.71,520.75,157.53,157,52.87,62.83,91.94,1.75,3.4,94.7,98.6,96.5,87.29071537
2018,12,중랑구,11260,오피스텔,12000.0,31.66,371.17,112.28,3,12921.05,26.32,505.41,152.88,19,107.68,83.13,136.17,1.75,3.4,94.7,98.6,96.5,87.29071537
2019,1,강남구,11680,단독다가구,653016.67,987.06,923.68,279.42,6,18466.67,50.48,398.39,120.51,225,2.83,5.11,43.13,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강남구,11680,아파트,172632.84,104.92,1754.72,530.8,77,67815.26,85.99,798.38,241.51,986,39.28,81.96,45.5,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강남구,11680,연립다세대,76510.07,65.09,1171.82,354.48,69,28090.5,49.44,611.08,184.85,221,36.71,75.96,52.15,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강남구,11680,오피스텔,30535.44,37.11,806.24,243.89,57,23001.06,32.47,734.69,222.24,142,75.33,87.5,91.13,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강동구,11740,단독다가구,104700.0,232.85,563.16,170.36,18,12095.67,44.14,293.36,88.74,231,11.55,18.96,52.09,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강동구,11740,아파트,56038.76,58.44,991.81,300.02,105,41833.47,74.35,584.99,176.96,520,74.65,127.22,58.98,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강동구,11740,연립다세대,24699.93,39.36,689.05,208.44,134,19809.5,39.1,557.23,168.56,311,80.2,99.34,80.87,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강동구,11740,오피스텔,15508.57,24.4,667.86,202.03,30,14731.34,27.55,566.91,171.49,67,94.99,112.91,84.88,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강북구,11305,단독다가구,57501.79,150.51,467.52,141.43,28,8016.67,37.18,234.57,70.96,162,13.94,24.7,50.17,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강북구,11305,아파트,45463.33,83.79,566.64,171.41,30,31137.28,75.97,416.6,126.02,120,68.49,90.67,73.52,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강북구,11305,연립다세대,17264.5,47.54,374.67,113.34,100,14324.73,48.88,327.07,98.94,93,82.97,102.82,87.3,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강북구,11305,오피스텔,10824.0,20.9,526.17,159.16,25,16750.0,42.19,433.54,131.15,4,154.75,201.87,82.4,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강서구,11500,단독다가구,83600.56,221.0,435.36,131.7,18,9898.84,41.15,276.02,83.5,173,11.84,18.62,63.4,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강서구,11500,아파트,44664.2,61.87,742.26,224.53,81,32665.63,67.44,510.27,154.36,624,73.14,109.0,68.75,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강서구,11500,연립다세대,18576.88,44.44,447.42,135.34,207,17916.5,38.42,516.37,156.2,612,96.45,86.45,115.41,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,강서구,11500,오피스텔,16026.6,29.43,602.86,182.37,62,15417.69,26.02,619.1,187.28,479,96.2,88.41,102.69,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,관악구,11620,단독다가구,99278.56,215.01,530.79,160.56,36,10956.23,31.26,419.43,126.88,827,11.04,14.54,79.02,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,관악구,11620,아파트,35048.66,54.11,672.41,203.4,82,34043.26,70.57,502.54,152.02,270,97.13,130.42,74.74,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,관악구,11620,연립다세대,20157.57,45.31,449.31,135.92,152,18027.65,38.22,546.33,165.26,264,89.43,84.35,121.59,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,관악구,11620,오피스텔,16615.18,24.88,691.04,209.04,28,12352.66,21.97,593.92,179.66,94,74.35,88.3,85.95,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,광진구,11215,단독다가구,112450.0,235.45,616.83,186.59,24,13080.53,39.91,347.8,105.21,375,11.63,16.95,56.39,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,광진구,11215,아파트,65666.67,82.16,863.53,261.22,30,48768.29,82.58,606.82,183.56,205,74.27,100.51,70.27,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,광진구,11215,연립다세대,29564.29,54.01,578.73,175.07,77,19944.56,38.16,592.38,179.19,285,67.46,70.65,102.36,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,광진구,11215,오피스텔,28231.82,45.52,580.06,175.47,11,19009.22,28.98,723.56,218.88,45,67.33,63.66,124.74,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,구로구,11530,단독다가구,65563.18,145.8,490.28,148.31,17,8751.02,42.52,235.91,71.36,147,13.35,29.16,48.12,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,구로구,11530,아파트,40017.47,69.38,600.98,181.8,99,32104.6,69.61,472.28,142.86,402,80.23,100.33,78.58,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,구로구,11530,연립다세대,21076.94,48.41,447.89,135.49,124,16298.0,47.06,393.06,118.9,200,77.33,97.21,87.76,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,구로구,11530,오피스텔,17036.0,42.22,446.47,135.06,25,17884.23,39.31,490.9,148.5,111,104.98,93.11,109.95,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,금천구,11545,단독다가구,78736.82,205.0,412.75,124.86,22,8808.96,34.01,307.83,93.12,134,11.19,16.59,74.58,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,금천구,11545,아파트,38345.74,72.97,552.92,167.26,47,28102.62,68.2,429.26,129.85,177,73.29,93.46,77.64,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,금천구,11545,연립다세대,21958.06,40.74,563.08,170.33,155,15824.55,38.2,486.57,147.19,112,72.07,93.77,86.41,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,금천구,11545,오피스텔,20050.09,37.92,585.36,177.07,11,13740.72,25.73,592.83,179.33,97,68.53,67.85,101.28,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,노원구,11350,단독다가구,64327.5,188.76,519.92,157.28,18,7230.53,34.36,276.91,83.77,131,11.24,18.2,53.26,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,노원구,11350,아파트,37993.19,63.32,620.35,187.66,154,24166.84,61.53,382.78,115.79,815,63.61,97.17,61.7,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,노원구,11350,연립다세대,19357.35,48.58,410.54,124.19,52,12034.95,40.59,345.14,104.41,103,62.17,83.55,84.07,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,노원구,11350,오피스텔,13457.14,35.57,385.19,116.52,7,18781.25,49.4,386.92,117.04,16,139.56,138.88,100.45,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,도봉구,11320,단독다가구,57040.0,167.13,436.09,131.92,15,7765.88,46.57,188.68,57.08,85,13.61,27.86,43.27,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,도봉구,11320,아파트,33544.29,65.99,527.44,159.55,105,23154.5,66.76,352.34,106.58,289,69.03,101.17,66.8,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,도봉구,11320,연립다세대,16562.5,49.34,333.88,101.0,84,14374.77,43.49,347.18,105.02,107,86.79,88.14,103.98,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,도봉구,11320,오피스텔,16800.0,36.08,476.34,144.09,13,18635.29,46.61,410.62,124.21,17,110.92,129.19,86.2,1.75,4.5,94.8,99.0,96.7,78.90196078
2019,1,동대문구,11230,단독다가구,85902.07,159.83,770.32,233.02,46,9727.55,38.37,288.51,87.27,265,11.32,24.01,37.45,1.75,4.5,94.8,99.0,96.7,78.90196078
