Region_Name,Building_Age,Building_Use,JS_Price,JS_BA,Population,IR,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,Shortest_Distance_to_Subway,Shortest_Distance_to_School,Shortest_Distance_to_Univ,YearMonth,Shortest_Distance_to_Park
영등포구,46,아파트,55000,118.12,361910.0,1.25,3.4,91.8,96.3,92.0,107.9063604,97.8,115250.0,1.48473723,649.656008631024,250.23563983202547,2506.3707387513646,201707,686.3135757674046
구로구,24,아파트,19000,74.66,421837.0,2.5,2.6,78.3,84.5,82.1,119.3858845,74.5,22833.33,1.178874327000002,1258.070347125088,298.5476142224942,1122.9255372907585,201311,1838.8388241664854
성동구,21,아파트,42000,59.9,280685.0,1.25,3.0,107.8,107.6,107.7,90.60938101,181.3,110000.0,0.7216269409999982,504.27454847610466,327.17765279848226,1907.064543289815,202203,760.9108417424509
금천구,3,오피스텔,16000,27.03,228342.0,0.5,3.7,101.8,100.6,100.6,125.0181028,155.2,18800.0,1.048278088,2883.176397801244,183.66472659063302,5184.181857925792,202010,1533.2102510843101
용산구,3,오피스텔,27563,29.85,219403.0,0.5,3.6,101.1,100.0,100.5,119.3338161,154.0,57000.0,1.213595209,612.5275889890407,228.05180879089832,2131.600841564146,202009,1691.4387238552006
금천구,24,아파트,25000,89.46,233406.0,1.5,3.1,85.2,90.7,87.4,122.7862254,84.4,35233.33,1.475990272,2918.943982882125,188.88962347214348,5143.969265706955,201510,1774.2254731556561
강동구,12,아파트,13232,59.86,456069.0,0.5,4.9,104.3,101.6,101.7,126.2853005,168.7,114250.0,0.741309232,1072.8519923754411,224.16912506395502,6277.0962863508175,202102,1156.7319429103027
강남구,37,아파트,78750,96.98,525570.0,1.0,2.6,107.1,105.3,105.7,100.1345636,185.0,380000.0,1.142804016,907.7349411146707,251.33118577449542,3413.6532645445463,202111,1033.2266713666838
송파구,25,아파트,48000,84.95,650062.0,1.25,3.2,89.1,94.0,90.3,112.5772286,91.2,63100.0,0.915863845,656.1630553547277,74.54217242783639,1440.825353044428,201612,1031.104303924216
마포구,5,아파트,57000,59.92,366806.0,1.75,4.4,95.5,98.8,97.2,71.09803922,116.1,116900.0,1.254647924,258.27970768684156,255.3243892312852,747.0916478653922,201904,1027.2444996839884
관악구,6,아파트,15000,19.63,493055.0,1.5,3.0,95.9,100.0,98.2,92.76470588,123.8,16850.0,1.02989558,870.7805347262656,212.16072603408247,810.0897355560037,201908,1005.2707743374218
중랑구,16,아파트,23000,59.34,410609.0,1.5,3.6,84.1,88.5,86.5,120.6171735,82.5,28350.0,1.240504515,625.2215927549994,312.2589963676943,2163.207938845811,201507,661.190339498621
서초구,30,아파트,1900,52.74,430021.3,2.75,4.5,72.3,78.2,74.5,107.04563750599992,82.0,77260.0,1.2124258591200017,185.96234992854681,278.5499858030172,1430.8985212615894,201102,2469.705300845205
광진구,15,연립다세대,25000,47.76,335712.0,1.25,3.0,107.8,107.6,107.7,90.60938101,181.3,40500.0,0.878517648599999,1456.3582445881298,352.44582276259155,1660.2727679984484,202203,2129.7937332220395
용산구,14,아파트,30000,59.88,235931.0,3.0,2.9,74.5,81.2,78.8,110.8477666,73.2,51500.0,1.4946112807400005,632.4941973601645,407.65130169601076,2228.14551100095,201209,1155.6503752903986
관악구,25,아파트,30000,105.36,494637.0,1.5,3.7,94.5,98.5,95.1,89.61187215,110.2,49520.0,0.966464118,884.3039360583912,504.67185011662787,1940.3074530914266,201807,1320.9834930792608
성북구,20,아파트,30000,84.59,431427.0,1.75,4.0,95.6,99.3,97.5,73.64705882,117.2,54750.0,0.632663653,788.3149094782284,344.46992050015604,821.7128223611473,201905,322.3421524348172
송파구,7,연립다세대,9000,28.27,662838.0,0.75,4.2,98.5,100.1,99.4,108.3393764,135.7,13200.0,0.80275876,839.0517769016952,412.68795890546346,2247.6116294667404,202003,821.4179907804073
강서구,19,아파트,14500,41.85,561544.0,2.5,3.0,78.7,84.9,82.3,119.4775435,74.3,20900.0,0.8712559080100007,1273.3593787510129,198.47202082583598,1620.3455780069166,201312,964.8779957407688
송파구,40,아파트,36000,76.5,656198.0,1.5,4.5,93.9,98.0,94.1,94.7869102,106.1,182685.71,0.862203362,455.0219700878768,140.17051455450738,3229.6036921316177,201803,971.1433191884004
송파구,6,아파트,37000,51.96,662019.0,1.75,4.5,94.8,99.0,96.7,78.90196078,117.9,72500.0,0.834577094,758.8597907705889,169.8306762414495,4560.113695194943,201901,1356.7070437423354
강서구,28,연립다세대,12000,53.22,585425.0,1.25,3.6,87.5,92.9,89.5,115.9660107,89.2,26950.0,0.905159242,611.8930281522848,218.54478707825263,407.5728678925966,201608,661.6337812575022
노원구,15,아파트,17000,59.95,587991.0,2.5,2.7,77.7,83.8,81.4,120.3941338,74.3,21458.33,0.906348471759999,1173.645189430121,329.9972349759853,3597.2666664410995,201309,1175.4718424107893
마포구,26,아파트,14000,50.03,380669.0,2.75,2.8,74.7,81.3,79.0,109.2980857,73.1,30410.59,1.4540056308000011,762.2858713945817,178.96898175370842,2080.1109806349255,201210,765.1299427902052
서대문구,25,아파트,38000,84.78,303057.0,1.25,3.0,96.9,100.5,98.7,99.98039216,127.1,66914.29,0.910663395,1216.1111141536533,289.2087974712125,822.4392544934921,201910,609.6571169120849
송파구,14,아파트,20000,57.72,666383.13,3.25,3.0,72.8,79.8,76.8,105.68213439299988,80.2,28000.0,1.1773586190799985,570.4372871796567,121.5315602939186,3555.4172026890874,201108,177.89187449963632
성동구,2,아파트,40000,59.99,292786.0,2.5,3.5,79.9,86.1,83.7,109.8478066,75.7,59933.33,1.178712104,412.305230549859,232.54182174846108,2142.357847491784,201406,534.1210398841407
마포구,4,아파트,38000,84.89,377446.0,2.5,3.4,80.1,86.3,83.9,111.4592659,75.7,49700.0,1.450117475,2305.1231284425494,118.18099891260376,3268.4122591102177,201407,1266.447401798021
마포구,2,아파트,59000,152.85,376908.0,2.5,2.7,78.0,84.3,81.7,120.4399633,74.7,87545.0,1.586427385330001,657.1497221799291,285.24804510970347,554.5822640552193,201310,553.6499133271894
성동구,3,아파트,110000,150.2,296598.0,1.25,4.2,90.8,95.6,91.3,107.678729,92.0,77250.0,0.884842554,710.040076190314,161.07586920489862,685.1102184120351,201704,1344.6734605087297
관악구,7,아파트,16000,14.06,489798.0,0.75,4.2,98.5,99.2,99.4,106.8940493,134.5,11500.0,1.03196725,224.36889181322,529.7694122830118,2257.1242291618714,202004,1203.7656843505995
강남구,14,아파트,71000,59.61,531575.0,1.5,3.0,95.9,100.0,98.2,92.76470588,123.8,164000.0,1.327495552,1012.7951705749152,244.33955021201766,2614.0050792395523,201908,1032.5412499106842
영등포구,15,오피스텔,26000,40.4,366258.0,1.25,4.1,98.6,101.0,99.5,109.6879536,134.6,40900.0,1.280663382,1118.4004713254985,1222.6915014626131,1977.2261325621578,202002,546.876066679735
중랑구,20,아파트,34000,84.03,399875.0,1.5,3.7,93.4,97.6,93.6,100.0761035,103.0,36778.12,1.050601866,256.5876760665186,188.41818044367045,1954.2496522225833,201801,1759.1112059398808
강동구,35,아파트,27000,99.61,461499.0,2.0,4.5,82.5,88.1,85.4,116.8157424,78.6,67558.11,1.131828689,236.69911215003225,206.81772749508102,1062.763238901234,201502,1546.7326474519239
중구,10,아파트,29000,84.88,129204.0,3.0,3.0,74.5,81.1,78.6,101.6864175,73.6,51477.78,3.832601430459994,1080.1510810710136,194.45507032770558,1511.878695496152,201208,855.5998203204384
은평구,4,아파트,21000,84.84,489536.0,3.0,3.1,74.5,81.5,78.5,102.461258,74.2,41250.0,0.9584116636099996,1609.127759918102,479.02528569845316,5540.7153140795035,201207,1732.8529077867468
강남구,21,연립다세대,7000,43.15,561070.0,2.5,3.5,79.7,85.9,83.6,110.2506714,75.7,18000.0,1.517021284,1719.1187976794965,161.57494221462233,3734.547831757377,201405,940.0752984372948
서초구,22,아파트,31500,84.76,439276.0,2.5,3.8,79.6,86.0,83.4,114.3688451,76.0,49000.0,1.223452964,829.1830005088892,48.609075273200396,703.7960001456455,201404,1725.1232244373346
송파구,13,아파트,21000,59.78,662392.0,2.5,3.1,77.2,83.4,80.9,112.1448213,73.4,35000.0,1.191436660999998,1160.4959266061244,439.9100458236117,1712.5656683002446,201307,1075.229777286785
관악구,32,아파트,22000,60.27,500389.0,1.5,3.6,86.4,91.7,89.0,115.2504472,85.5,28408.33,1.080274806,1248.2580549378902,119.96446928278705,3647.8487554012045,201605,434.51300002068524
구로구,12,아파트,27000,84.99,421837.0,2.5,2.6,78.3,84.5,82.1,119.3858845,74.5,40600.0,1.178874327000002,2070.097821267689,261.3100768280006,809.222420572092,201311,945.9949724142515
마포구,20,아파트,37000,59.85,369595.0,1.25,3.2,92.8,97.0,92.8,103.1332745,99.4,52750.0,1.368126641,398.3749693594464,296.7812167553041,170.506242289683,201710,576.0867472259623
도봉구,32,아파트,17500,35.1,325050.0,0.5,3.4,102.6,101.3,100.8,128.8196959,158.1,29578.57,0.665626021,1415.0691647832298,340.35841659768926,1449.1818681292498,202011,302.48395203831996
마포구,12,아파트,40000,84.97,379968.0,1.75,3.7,83.7,88.0,86.0,120.3488372,80.9,44966.67,1.469558254,132.89425164127366,499.3189399755872,2474.0690440175713,201505,1294.0209285655585
중구,13,아파트,47250,59.91,120430.0,0.75,2.6,107.2,104.1,104.1,121.2514418,185.0,110328.57,2.17092733,604.0598628693747,457.7140664491761,1629.373538995725,202108,685.0767454423177
서초구,37,아파트,50000,139.78,441511.0,1.75,3.9,83.3,88.3,85.9,122.2271914,80.2,105500.0,1.206405205,886.3297379512906,236.4265652322948,887.5846080256698,201504,1673.1178159522578
관악구,10,아파트,26000,79.28,512922.0,2.5,2.6,78.3,84.5,82.1,119.3858845,74.5,29066.67,1.2747199039999977,801.2383991747336,162.88312070771133,1049.3189980548016,201311,663.1361071316533
용산구,15,아파트,33000,59.94,229055.0,2.0,3.3,81.7,87.2,84.9,116.8755595,77.4,37000.0,1.520122922,543.8823944006341,338.86091482981095,988.2388459251524,201412,1593.0433672312784
노원구,23,아파트,6400,41.3,588021.8,3.25,3.0,72.8,79.7,76.9,109.43673425199997,80.0,21566.67,0.906348471759999,1190.128137254251,236.21428531582987,2414.456119040862,201109,2166.492554728189
송파구,1,아파트,51000,49.32,662019.0,1.75,4.5,94.8,99.0,96.7,78.90196078,117.9,159910.0,0.834577094,678.3043030665013,266.6278349400079,3229.946372667312,201901,1309.4291812518245
은평구,30,연립다세대,10000,41.14,465727.0,1.5,3.0,107.9,107.5,108.1,93.59861592,183.2,19700.0,0.6798372920000006,186.03578034178963,48.82502156274781,1766.0341994115681,202204,715.703453088631
송파구,7,아파트,65000,84.9,654241.0,1.75,3.7,83.7,88.0,86.0,120.3488372,80.9,83615.12,1.015461137,216.60218783768644,212.77368036569567,2197.5655897449615,201505,1486.4907611915899
노원구,27,아파트,54000,115.65,522235.0,0.5,3.6,101.1,100.0,100.5,119.3338161,154.0,114333.33,0.710203555,109.58520157449328,126.87638420242844,1400.4221429790186,202009,1903.6981267768836
금천구,17,아파트,25000,84.88,228299.0,0.5,4.0,105.6,103.4,102.7,109.7212165,170.8,79000.0,0.995953302,2040.284678777077,339.50197681039265,4321.548718081082,202104,1784.2340079836165
송파구,6,아파트,43000,59.97,662392.0,2.5,3.0,78.7,84.9,82.3,119.4775435,74.3,94000.0,1.191436660999998,698.1319711031323,191.2851414062662,2381.089820330579,201312,630.9935460286072
노원구,29,아파트,20000,49.54,522235.0,0.75,4.2,98.5,100.1,99.4,108.3393764,135.7,39268.75,0.710203555,769.7006325303198,196.5880601145241,694.3603165540669,202003,1469.2337399135201
송파구,14,아파트,18000,59.74,666383.13,2.75,4.5,72.3,78.2,74.5,106.31181478099992,82.0,36050.0,1.1773586190799985,97.68546601800058,122.82437217428281,3639.5059849477343,201102,956.9108532773405
서초구,32,아파트,35000,107.78,431841.0,2.75,3.4,75.4,82.3,79.7,107.7484047,72.4,72000.0,1.2234529640000027,660.1302687820809,370.93210478081744,381.74073773573645,201301,1361.3412322405889
영등포구,26,아파트,19500,64.4,384161.82,3.25,3.5,73.1,79.9,77.7,107.77175976499986,78.0,31750.0,0.8543061900399987,216.30942079695902,113.54717198831128,3926.1133427739483,201201,830.740903571803
중구,3,아파트,24800,59.91,127547.04,3.0,4.3,72.5,78.6,74.9,109.62992014499994,81.7,52833.33,3.818640686579996,604.0598628693747,457.7140664491761,1629.373538995725,201103,685.0767454423177
성북구,7,아파트,21500,59.99,470260.87,3.0,4.3,72.5,78.6,74.9,111.487268691,81.7,39614.29,0.9666953246399992,474.82314979690386,109.55124879660823,779.142245741257,201103,677.2189882481299
구로구,8,오피스텔,14330,29.61,400914.0,0.5,3.6,101.1,100.0,100.5,119.3338161,154.0,15750.0,0.965344703,460.7192626226724,152.50447384451232,2036.517276179785,202009,2356.9498022246835
성동구,16,아파트,25000,84.78,294446.0,2.75,3.5,75.9,82.4,80.1,115.1916058,73.4,36666.67,1.08295299354,667.0112001295158,622.2037477302624,913.7630047966898,201303,700.3276073873446
강동구,1,아파트,43000,84.9,433809.0,1.25,4.1,90.4,95.3,91.0,107.6345984,91.7,69441.42,0.967619601,874.7530594727165,237.36726190242518,3943.0189670709974,201703,939.9063060515964
동대문구,37,아파트,26000,102.15,355274.0,1.5,3.6,84.1,88.5,86.5,120.6171735,82.5,44466.67,1.262626263,845.7096062522636,548.8768518287023,1168.9989847356553,201507,1199.9254285578015
중랑구,16,아파트,15500,49.77,415245.0,3.0,3.0,74.5,81.1,78.6,101.6864175,73.6,23262.5,1.2299657521500018,531.2069556975817,121.97546653170656,1427.1733856630374,201208,526.530948258121
강남구,33,아파트,32000,76.79,554870.0,3.0,2.9,74.5,81.2,78.8,110.8477666,73.2,82292.86,1.4595351692,540.6147551950808,335.49703149671353,3726.633605572963,201209,1725.2907431105607
송파구,16,아파트,32000,59.92,662392.0,2.5,3.0,78.7,84.9,82.3,119.4775435,74.3,48287.5,1.191436660999998,859.1017688525151,156.84414063496658,2685.008146177061,201312,935.9535487581494
중구,9,아파트,38000,84.39,125273.0,2.5,3.4,80.1,86.3,83.9,111.4592659,75.7,50000.0,3.839914261,82.34225790973468,119.03619894183481,1988.1861806173354,201407,296.2914980750386
노원구,30,아파트,13860,49.94,543267.0,1.75,3.2,94.7,98.6,96.1,91.40030441,120.6,34833.33,0.730990952,1190.128137254251,236.21428531582987,2414.456119040862,201811,2166.492554728189
성동구,12,아파트,24000,59.96,295034.0,3.0,2.9,74.5,81.2,78.8,110.8477666,73.2,56125.0,1.0848886034799998,133.06852731409606,194.80351798426145,1791.530425894048,201209,478.8692174594149
송파구,6,아파트,49000,84.97,662392.0,2.75,3.4,75.4,82.3,79.7,107.7484047,72.4,78037.5,1.191436660999998,536.9477001206975,24.176463210273766,3817.5182980863883,201301,838.6331507654984
노원구,24,오피스텔,10000,26.2,555097.0,1.25,3.7,89.5,94.6,90.5,108.6054722,91.0,14410.5,0.754199704,119.65515957806016,379.43805769641807,867.5384257468891,201701,1311.1430312102977
강남구,18,아파트,40000,84.97,553927.0,2.5,3.1,77.2,83.4,80.9,112.1448213,73.4,66000.0,1.4513998018799998,510.38371360039247,458.9295135307431,2101.731314966138,201307,445.66362591755836
성동구,16,아파트,48000,84.71,292890.0,1.5,4.9,85.5,91.0,88.4,116.5921288,84.5,51618.18,0.98515111,194.1646372692073,196.11692728190678,1620.1195059189051,201602,674.3881684027103
성동구,7,아파트,65000,84.98,299044.0,1.25,3.0,96.9,100.5,98.7,99.98039216,127.1,102700.0,0.813000236,181.05714976913976,139.46260339687652,2270.13065166608,201910,485.22131538549536
강남구,7,아파트,15000,28.34,556592.85,2.75,3.8,72.0,78.2,74.2,106.35388814799988,81.2,19500.0,1.4560446203,809.6996084658045,370.639672668237,2280.047402956786,201101,1100.6494289564225
성북구,3,아파트,50000,45.81,432206.0,0.5,3.7,101.8,100.6,100.6,125.0181028,155.2,103916.67,0.574200995,440.8880479272877,344.92818190559086,760.0108301747334,202010,413.2365467927137
동대문구,12,아파트,30000,114.89,357595.0,3.0,2.9,74.5,81.2,78.8,110.8477666,73.2,29500.0,1.1512887305900017,242.27383758199971,122.64521274780633,425.2795133723871,201209,760.7814339730388
강남구,7,아파트,55000,80.87,554870.0,3.0,2.9,74.5,81.2,78.8,110.8477666,73.2,61900.0,1.4595351692,1056.4577481832184,233.35508833254664,2732.475323322608,201209,914.1915520642928
강서구,16,아파트,11000,37.67,564067.83,2.75,4.5,72.3,78.2,74.5,106.03536127799993,82.0,30916.67,0.8715899485300005,1360.7062016783966,130.25761271583335,1393.9225378862911,201102,731.2645182750248
양천구,31,아파트,34200,54.94,462235.0,1.5,4.6,93.6,97.8,93.9,99.543379,104.8,75900.0,0.750835745,575.7047705494412,258.23516415366475,2396.840911179527,201802,1492.9973327566702
성북구,11,아파트,16000,59.94,474385.09,2.75,4.5,72.3,78.2,74.5,104.60600657199988,82.0,36100.0,0.9607352454999992,1228.5282893818767,277.31580639060235,1028.5092027693233,201102,1294.1381884346852
강남구,19,오피스텔,15500,32.99,522782.0,1.75,3.0,108.4,107.8,108.5,94.39638601,180.4,19500.0,1.1422230977299994,296.9732979273397,633.8549760845523,1802.8366709169277,202205,1392.655011392437
강서구,10,아파트,52000,84.97,592308.0,1.5,4.6,93.6,97.8,93.9,99.543379,104.8,80638.46,0.766884633,340.3236967855954,260.7136795149413,438.69290655119414,201802,765.0615237229002
강동구,28,아파트,30000,84.23,441732.0,1.25,4.1,98.6,101.0,99.5,109.6879536,134.6,67657.8,0.816382829,629.0711434321128,120.27360671810486,4282.655238868329,202002,367.2252309298568
양천구,10,아파트,13000,49.16,489814.61,3.25,2.9,72.9,80.0,77.1,109.59275750099997,79.4,25066.67,0.9441591243000016,1682.8770892503228,169.9829785072222,2353.3803054948635,201110,1113.8752356616947
영등포구,9,오피스텔,22500,29.61,372625.0,2.25,2.9,108.9,108.5,109.7,91.34948097,173.2,23400.0,1.044766584929999,226.0883613544241,530.4624880401999,3602.4208076137793,202207,820.3037569289863
성북구,2,아파트,26000,84.97,475852.0,2.75,2.8,75.0,81.7,79.2,116.9553327,72.8,42482.8,0.9600458971299992,639.5141324246695,564.2294184464085,935.8599398466592,201211,1017.8059648390486
성동구,10,아파트,25000,84.82,294535.84,3.0,3.7,72.5,78.4,75.3,105.69302665499994,81.2,39425.0,1.0784876128699998,504.27454847610466,327.17765279848226,1907.064543289815,201104,760.9108417424509
양천구,29,아파트,35000,53.82,475845.0,1.25,3.5,87.1,92.6,89.3,115.8765653,88.0,85484.62,0.853386462,565.5696092750632,323.49162402179445,2096.6203072784015,201607,1026.9792591469372
강남구,9,아파트,78000,120.78,556533.48,2.75,3.8,72.0,78.2,74.2,106.43049925099989,81.2,199503.0,1.4560446203,811.4480855806829,306.4726752977448,3385.684886523497,201101,863.5393604214513
노원구,32,아파트,21000,54.59,522235.0,0.5,4.0,99.6,98.8,100.0,117.4511224,147.2,52994.12,0.710203555,954.0952346609665,162.99277624880975,1942.7393495266545,202007,2422.4318323859306
영등포구,0,아파트,60000,84.98,366258.0,1.25,4.1,98.6,101.0,99.5,109.6879536,134.6,127750.0,1.280663382,484.7664225612311,186.2714607347469,3497.133278092773,202002,1175.6351730771753
마포구,2,연립다세대,30000,45.92,367176.0,1.75,3.4,94.7,98.6,96.5,87.29071537,119.1,42000.0,1.338651358,511.9826222885976,518.6053297423872,1863.9733859442724,201812,948.2431862017917
서초구,36,아파트,55000,105.86,435952.0,1.25,3.4,91.8,96.3,92.0,107.9063604,97.8,146250.0,1.057025018,660.1302687820809,370.93210478081744,381.74073773573645,201707,1361.3412322405889
성동구,7,아파트,53000,59.98,299044.0,1.25,3.0,96.9,100.5,98.7,99.98039216,127.1,102700.0,0.813000236,181.05714976913976,139.46260339687652,2270.13065166608,201910,485.22131538549536
송파구,30,아파트,6000,44.89,666641.85,3.25,3.7,73.9,80.5,77.9,106.47248785299992,77.1,57867.65,1.191436660999998,0.0,503.65394678917295,2880.4254303162174,201203,1328.004063858662
성북구,13,아파트,16000,59.58,470012.25,3.0,4.3,72.5,78.6,74.9,111.16886191799996,81.7,37650.0,0.9671130637599994,653.4501883347536,132.5348767016963,1087.1394729478116,201103,216.97791882293734
송파구,10,아파트,87000,84.99,656198.0,1.75,3.4,94.7,98.6,96.5,87.29071537,119.1,167000.0,0.862203362,290.67640326316655,40.45509270478124,3502.5001761340413,201812,1154.5593421986937
성동구,28,아파트,20000,97.02,294535.84,3.25,3.0,72.9,80.1,77.6,107.65125334999996,77.8,40000.0,1.1191458639899998,703.5219786959657,143.99033830969805,1488.6496014651116,201112,394.5497597375541
마포구,17,아파트,19000,59.99,379859.41,3.25,3.2,74.5,81.1,78.3,110.9127638779999,75.2,32000.0,1.4540056308000011,607.0868023627748,374.938483025524,1473.943497056542,201206,819.5602258122392
양천구,14,아파트,63000,157.29,484474.0,2.5,3.4,78.9,85.3,82.5,120.5908684,75.0,88750.0,0.945980094,1533.714918396881,108.7173717486748,2744.3281537406924,201401,549.9770441080879
강동구,36,아파트,23000,96.75,445082.0,1.5,3.6,86.4,91.7,89.0,115.2504472,85.5,75856.52,0.994936127,279.461105450317,277.20006050875133,560.1113612995073,201605,1229.373344314248
강서구,12,아파트,41000,59.98,591554.0,1.25,3.2,92.8,97.0,92.8,103.1332745,99.4,78020.0,0.844218297,547.191838427566,394.51546236901015,694.1430846759504,201710,464.62632539212336
노원구,18,아파트,40000,84.65,543267.0,1.75,3.2,94.7,98.6,96.1,91.40030441,120.6,56916.67,0.730990952,552.7335882099158,341.33888800661396,527.5364752756936,201811,1478.9576005249596
강서구,30,아파트,35000,49.5,569261.72,3.0,2.4,109.7,109.4,111.3,93.42917717639996,156.1,75000.0,0.69450159372,2039.1316359483462,171.29618857049127,1699.037985044662,202210,647.6717284667365
양천구,7,아파트,43000,127.89,475845.0,1.25,3.2,89.1,94.0,90.3,112.5772286,91.2,55000.0,0.853386462,1359.7838630242902,124.49199645799271,1440.3518675100247,201612,1779.2925390009389
노원구,22,아파트,20000,59.34,543267.0,1.5,4.0,94.4,98.6,95.2,93.91171994,115.0,32500.0,0.730990952,1116.1846858053264,388.955958751031,411.07477753537177,201808,2284.213450083223
중구,20,아파트,68250,114.77,120430.0,0.5,5.7,103.8,101.3,101.4,131.173063,166.4,139733.33,2.17092733,581.2742577710407,167.28008464660897,840.5312574424916,202101,232.75331654647798
강남구,38,아파트,45000,63.87,567007.0,1.5,3.1,85.2,90.7,87.4,122.7862254,84.4,131000.0,1.481194994,638.4186065514111,470.06755150444525,1640.0583325079901,201510,709.1048234441425
노원구,18,아파트,19500,49.77,565244.0,1.25,3.2,89.1,94.0,90.3,112.5772286,91.2,22366.67,0.795326429,700.223682871517,86.51853120667397,436.62850401979534,201612,1253.9594029764846
서초구,7,아파트,71400,84.77,419614.0,0.5,4.1,103.1,101.5,101.1,133.5264301,161.4,180750.0,1.072431676,1900.6106398628124,259.6137922571533,3063.2643616822866,202012,462.39337780510033
송파구,34,아파트,26000,55.62,658553.0,2.25,3.1,80.8,86.6,84.5,114.4583706,77.1,66818.75,1.191436661,255.77489590840474,472.01522357315974,2129.7953106839886,201409,1405.7038452303364
송파구,28,아파트,58000,117.59,650062.0,1.5,4.9,85.5,91.0,88.4,116.5921288,84.5,89971.43,0.915863845,364.01876452552034,271.16053325477674,3751.75471587336,201602,1195.4682549014092
동작구,0,아파트,95000,59.92,383557.0,0.5,4.0,106.3,103.7,103.2,110.2824041,173.8,185000.0,0.667150146,843.0465435094069,134.51594374555918,1174.520878011028,202105,835.1961503770659
도봉구,11,연립다세대,17500,44.27,317794.0,0.5,3.2,107.1,104.0,103.7,119.982699,181.7,19000.0,0.582391123,2027.2065310770704,84.66573661221993,861.2633466478119,202107,549.625105511381
송파구,33,아파트,28000,82.61,666383.13,3.25,3.3,72.6,79.3,76.1,105.9172671039999,80.0,115322.22,1.1773586190799985,455.0219700878768,140.17051455450738,3229.6036921316177,201106,971.1433191884004
강서구,20,아파트,14500,49.65,563875.84,3.25,3.5,73.1,79.9,77.7,105.60759822999992,78.0,19664.29,0.8707173388900006,1526.9523868929589,176.24399325418315,2253.056652623049,201201,559.9628724792326
동작구,21,아파트,28000,84.46,403885.0,2.0,3.0,81.4,86.6,84.9,115.7564906,77.5,36462.5,0.92281419,720.2982295674567,173.32932054268375,727.8226053948699,201411,526.9439758633637
서초구,26,아파트,43000,79.8,439276.0,2.5,3.8,79.6,86.0,83.4,114.3688451,76.0,59833.33,1.223452964,469.6827659742253,283.70914489939867,763.7257262252874,201404,826.8161913521424
용산구,20,아파트,54000,114.96,218821.0,1.5,3.1,96.3,100.2,98.5,95.90196078,125.2,88550.0,1.351224586,1349.205342966985,639.1251083125031,2153.0005107633338,201909,1406.885251980497
강서구,8,아파트,29000,59.87,585425.0,1.5,3.6,86.4,91.7,89.0,115.2504472,85.5,41933.33,0.905159242,1299.962736988897,278.09388793289367,1467.3226132790794,201605,1597.3544481783397
노원구,26,아파트,7500,31.95,580904.0,2.0,3.0,81.4,86.6,84.9,115.7564906,77.5,19012.5,0.906398023,584.3910652885256,149.99120643240343,1417.136886720245,201411,1853.0281348596286
강남구,41,아파트,55000,76.79,530126.0,0.75,4.2,98.5,99.2,99.4,106.8940493,134.5,190100.0,1.352069184,540.6147551950808,335.49703149671353,3726.633605572963,202004,1725.2907431105607
강서구,15,아파트,62000,134.99,592308.0,1.5,3.7,94.5,98.5,95.1,89.61187215,110.2,76400.0,0.766884633,747.8423309499368,397.0331787745526,711.907718510072,201807,332.22999070341626
서초구,28,아파트,49000,84.58,423950.0,1.75,4.0,95.6,99.5,97.7,76.35294118,119.6,95500.0,1.273709685,628.266596055783,378.46156015322003,1905.621029838065,201906,776.0343184375905
동작구,19,아파트,16500,46.75,397899.0,3.25,3.7,73.9,80.5,77.9,102.44849590899987,77.1,33200.0,1.0094814214299992,720.2982295674567,173.32932054268375,727.8226053948699,201203,526.9439758633637
강남구,32,아파트,44000,108.88,561070.0,2.5,3.5,79.7,85.9,83.6,110.2506714,75.7,157166.67,1.517021284,802.6653229936163,203.1120893924478,1184.018990820309,201405,948.2525102759173
강동구,33,아파트,15000,58.21,479183.0,2.5,3.0,77.5,83.6,81.1,117.2777269,73.7,62621.43,1.1202247100000011,236.69911215003225,206.81772749508102,1062.763238901234,201308,1546.7326474519239
양천구,14,아파트,15000,84.76,491019.06,3.25,3.3,72.7,79.5,76.5,111.72198283699998,80.1,55066.67,0.9440207575700016,1949.190905614356,173.61725672320958,2493.509201350136,201107,339.15107222269944
노원구,20,아파트,36000,84.98,555097.0,1.25,3.6,91.0,95.9,91.6,107.4712644,93.4,36700.0,0.754199704,456.6071868278295,122.13139644106298,1517.678130518522,201705,2222.2003964203936
강동구,6,아파트,43000,84.98,473861.0,2.5,3.4,80.1,86.3,83.9,111.4592659,75.7,60441.67,1.12022471,1129.9616921113823,219.58300050659406,3445.464835723849,201407,801.7125027861658
성북구,15,아파트,37485,59.99,432206.0,0.5,4.1,103.1,101.5,101.1,133.5264301,161.4,85857.14,0.574200995,630.0354416828181,236.3685719076125,423.26998970525614,202012,1870.4914095928066
중랑구,21,아파트,20000,49.77,403696.0,1.25,4.1,90.4,95.3,91.0,107.6345984,91.7,24068.75,1.107369543,987.0801571238201,149.55926368381827,1388.9413720122282,201703,920.6364285405682
관악구,9,아파트,36000,84.97,497056.0,1.5,3.3,93.1,97.2,93.3,100.1902588,100.9,42638.64,1.060605188,2930.860723588403,403.17119498296023,3803.098536530927,201712,1421.177752459939
강북구,10,아파트,18000,59.67,331078.0,2.25,3.1,80.8,86.6,84.5,114.4583706,77.1,32233.33,1.190863154,1709.5968397112715,253.21715690626445,730.0428326477011,201409,951.0763316846259
