Sell_Price,Sell_Count,JS_Price,JS_Count,CR,UR,LC_index,CA_index,TC_index,SDT_index,IR,Crime_Rates,Total_Pop,Univ_Counts,Park_Counts,School_Counts,Subway_Counts
20732.81,32,11055.56,9,53.32,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,157433,6.0,12,36,15
17518.18,11,14045.45,11,80.18,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,127872,2.0,4,31,23
14750.0,4,8750.0,10,59.32,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,412013,1.0,6,48,8
29774.11,56,19000.0,19,63.81,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,553927,1.0,7,77,21
14993.91,11,9687.5,24,64.61,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,479183,0.0,7,60,14
7863.64,22,8000.0,1,101.73,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,334980,1.0,4,34,3
12511.67,30,10648.65,37,85.11,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,561544,2.0,9,80,9
13146.91,22,7473.68,76,56.85,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,512922,1.0,2,55,4
19442.86,7,15294.44,18,78.66,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,364963,3.0,2,42,11
13823.33,18,13242.0,50,95.79,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,421837,3.0,4,54,7
19850.0,4,7600.0,17,38.29,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,237917,0.0,4,33,1
15635.0,10,12361.11,18,79.06,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,587991,7.0,2,93,13
14363.64,11,11214.29,14,78.07,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,356181,1.0,6,46,3
13363.31,16,7961.54,13,59.58,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,357193,5.0,4,47,6
20284.4,5,10500.0,9,51.76,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,402763,3.0,7,44,12
17963.79,86,15442.59,54,85.97,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,376908,3.0,5,45,16
16975.0,20,8857.14,14,52.18,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,308466,9.0,4,40,5
21086.67,30,16650.0,10,78.96,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,431841,3.0,6,50,12
16044.82,11,10275.0,20,64.04,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,294446,2.0,5,41,14
9416.67,3,8500.0,9,90.27,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,471766,7.0,3,60,9
15523.15,40,14650.0,16,94.38,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,662392,1.0,7,89,28
24117.5,20,29440.48,42,122.07,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,489072,0.0,5,64,5
20833.48,44,14769.06,139,70.89,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,381707,0.0,5,44,11
24445.45,11,14187.5,8,58.04,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,232675,2.0,2,34,10
9635.71,7,7125.0,16,73.94,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,494712,1.0,7,66,13
22846.55,29,12666.67,9,55.44,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,157433,6.0,12,36,15
21246.15,13,12600.0,10,59.3,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,127872,2.0,4,31,23
16566.67,6,8039.29,14,48.53,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,412013,1.0,6,48,8
28215.08,49,20804.35,23,73.73,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,553927,1.0,7,77,21
18546.44,18,12675.0,20,68.34,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,479183,0.0,7,60,14
13191.67,6,7700.0,5,58.37,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,334980,1.0,4,34,3
13201.72,46,10316.67,30,78.15,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,561544,2.0,9,80,9
12568.42,19,7744.64,56,61.62,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,512922,1.0,2,55,4
13627.27,11,13216.67,24,96.99,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,364963,3.0,2,42,11
